CDBASE;DATE_Livraison;PICKING;QTE_Permanent;QTE_Promo;QTE_totale;CA_HT_Permanent;CA_HT_Promo;CA_HT_total;CA_TTC_Permanent;CA_TTC_Promo;CA_TTC_total
2081169;28/05/2025;Picking Entrepot;;12;12;;4,8;4,8;;5;5
2085944;28/05/2025;Picking Entrepot;6;;6;9,4;;9,4;9,9;;9,9
2099018;28/05/2025;Picking Entrepot;2;;2;16,6;;16,6;19,9;;19,9
2104609;28/05/2025;Picking Entrepot;1;;1;3,8;;3,8;4;;4
2115591;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
2122190;28/05/2025;Picking Entrepot;1;;1;2;;2;2,1;;2,1
2122206;28/05/2025;Picking Entrepot;1;;1;2;;2;2,1;;2,1
2124059;28/05/2025;Picking Entrepot;2;;2;1,4;;1,4;1,5;;1,5
2125992;28/05/2025;Picking Entrepot;2;;2;4,8;;4,8;5,1;;5,1
2126317;28/05/2025;Picking Entrepot;2;;2;2,5;;2,5;2,6;;2,6
2126793;28/05/2025;Picking Entrepot;8;;8;15,8;;15,8;16,6;;16,6
2127000;28/05/2025;Picking Entrepot;1;;1;6,8;;6,8;7,2;;7,2
2127508;28/05/2025;Picking Entrepot;4;3;7;6;4,4;10,5;6,4;4,7;11
2131669;28/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,7;;3,7
2132494;28/05/2025;Picking Entrepot;7;;7;9,9;;9,9;10,4;;10,4
2133644;28/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,7;;3,7
2134970;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,4;;2,4
2136349;28/05/2025;Picking Entrepot;1;1;2;2;2;4;2,1;2,1;4,2
2136352;28/05/2025;Picking Entrepot;2;1;3;4;2;5,9;4,2;2,1;6,3
2139783;28/05/2025;Picking Entrepot;1;;1;2,8;;2,8;2,9;;2,9
2141385;28/05/2025;Picking Entrepot;3;;3;6,9;;6,9;7,3;;7,3
2142949;28/05/2025;Picking Entrepot;5;;5;6,5;;6,5;6,8;;6,8
2142951;28/05/2025;Picking Entrepot;1;;1;1,3;;1,3;1,4;;1,4
2143539;28/05/2025;Picking Entrepot;1;;1;4,3;;4,3;4,5;;4,5
2143736;28/05/2025;Picking Entrepot;1;17;18;1,9;32,1;34;2;33,8;35,8
2146424;28/05/2025;Picking Entrepot;2;;2;5,5;;5,5;5,8;;5,8
2150836;28/05/2025;Picking Entrepot;3;;3;5,4;;5,4;5,7;;5,7
2152374;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,3;;2,3
2156339;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
2160778;28/05/2025;Picking Entrepot;;2;2;;4,7;4,7;;5;5
2167565;28/05/2025;Picking Entrepot;;1;1;;1,4;1,4;;1,4;1,4
2171457;28/05/2025;Picking Entrepot;1;;1;4,2;;4,2;4,5;;4,5
2171957;28/05/2025;Picking Entrepot;2;17;19;3,7;31,4;35,1;3,9;33,1;37
2177313;28/05/2025;Picking Entrepot;;1;1;;5,8;5,8;;6,1;6,1
2196369;28/05/2025;Picking Entrepot;3;;3;4,5;;4,5;4,8;;4,8
2197124;28/05/2025;Picking Entrepot;2;;2;14,5;;14,5;15,3;;15,3
2208185;28/05/2025;Picking Entrepot;1;;1;3;;3;3,5;;3,5
2223252;28/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
2223291;28/05/2025;Picking Entrepot;2;;2;3,8;;3,8;4;;4
2226265;28/05/2025;Picking Entrepot;;7;7;;7,8;7,8;;8,2;8,2
2229237;28/05/2025;Picking Entrepot;1;;1;2,5;;2,5;2,7;;2,7
2229275;28/05/2025;Picking Entrepot;2;;2;3,3;;3,3;3,5;;3,5
2230100;28/05/2025;Picking Entrepot;16;;16;20,2;;20,2;21,3;;21,3
2230103;28/05/2025;Picking Entrepot;5;;5;6,3;;6,3;6,7;;6,7
2240685;28/05/2025;Picking Entrepot;1;;1;1;;1;1,2;;1,2
2240804;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;2,2;;2,2
2242090;28/05/2025;Picking Entrepot;;3;3;;6,7;6,7;;8,1;8,1
2242620;28/05/2025;Picking Entrepot;1;4;5;1,7;6,8;8,5;1,8;7,2;8,9
2243077;28/05/2025;Picking Entrepot;1;;1;3;;3;3,2;;3,2
2248371;28/05/2025;Picking Entrepot;2;;2;5,3;;5,3;5,6;;5,6
2249728;28/05/2025;Picking Entrepot;26;;26;54,1;;54,1;57;;57
2250202;28/05/2025;Picking Entrepot;21;;21;55,8;;55,8;58,9;;58,9
2252650;28/05/2025;Picking Entrepot;4;;4;4;;4;4,2;;4,2
2255432;28/05/2025;Picking Entrepot;2;;2;3,6;;3,6;3,8;;3,8
2256253;28/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
2259601;28/05/2025;Picking Entrepot;5;;5;13,7;;13,7;14,5;;14,5
2262625;28/05/2025;Picking Entrepot;2;;2;3,8;;3,8;4;;4
2262643;28/05/2025;Picking Entrepot;3;;3;5,6;;5,6;5,9;;5,9
2262710;28/05/2025;Picking Entrepot;12;;12;25,1;;25,1;26,4;;26,4
2262940;28/05/2025;Picking Entrepot;3;;3;5,5;;5,5;5,8;;5,8
2265436;28/05/2025;Picking Entrepot;22;;22;20,8;;20,8;21,9;;21,9
2266019;28/05/2025;Picking Entrepot;4;;4;5,1;;5,1;5,4;;5,4
2268224;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
2269631;28/05/2025;Picking Entrepot;2;;2;5,1;;5,1;5,4;;5,4
2273051;28/05/2025;Picking Entrepot;;1;1;;2,3;2,3;;2,4;2,4
2274440;28/05/2025;Picking Entrepot;;2;2;;7,3;7,3;;7,7;7,7
2278759;28/05/2025;Picking Entrepot;2;;2;4,4;;4,4;4,6;;4,6
2281430;28/05/2025;Picking Entrepot;5;;5;23,1;;23,1;24,3;;24,3
2286469;28/05/2025;Picking Entrepot;12;;12;43,4;;43,4;45,8;;45,8
2288491;28/05/2025;Picking Entrepot;2;;2;6,6;;6,6;7;;7
2289534;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
2290982;28/05/2025;Picking Entrepot;1;;1;1,5;;1,5;1,8;;1,8
2291064;28/05/2025;Picking Entrepot;1;;1;6,6;;6,6;7;;7
2313134;28/05/2025;Picking Entrepot;2;;2;2,4;;2,4;2,5;;2,5
2314276;28/05/2025;Picking Entrepot;;1;1;;1,9;1,9;;1,9;1,9
2323471;28/05/2025;Picking Entrepot;25;;25;49,8;;49,8;52,5;;52,5
2324401;28/05/2025;Picking Entrepot;10;;10;18,8;;18,8;19,8;;19,8
2352500;28/05/2025;Picking Entrepot;4;;4;16,2;;16,2;17,1;;17,1
2364294;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,3;;2,3
2368127;28/05/2025;Picking Entrepot;10;1;11;17,9;1,8;19,7;18,9;1,9;20,8
2369193;28/05/2025;Picking Entrepot;3;;3;10,7;;10,7;11,3;;11,3
2403149;28/05/2025;Picking Entrepot;1;;1;2,9;;2,9;3;;3
2404321;28/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
2407151;28/05/2025;Picking Entrepot;2;8;10;2,3;6,8;9,1;2,4;7,2;9,5
2409174;28/05/2025;Picking Entrepot;4;;4;29,2;;29,2;30,8;;30,8
2409483;28/05/2025;Picking Entrepot;4;;4;10,6;;10,6;11,2;;11,2
2410775;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
2415539;28/05/2025;Picking Entrepot;;2;2;;4,5;4,5;;5,3;5,3
2416621;28/05/2025;Picking Entrepot;2;;2;3,2;;3,2;3,4;;3,4
2416644;28/05/2025;Picking Entrepot;2;1;3;2,6;1,2;3,8;2,7;1,3;4
2418604;28/05/2025;Picking Entrepot;3;;3;8;;8;8,4;;8,4
2418605;28/05/2025;Picking Entrepot;3;;3;8,5;;8,5;9;;9
2420272;28/05/2025;Picking Entrepot;2;;2;3,9;;3,9;4,2;;4,2
2420750;28/05/2025;Picking Entrepot;19;;19;36,4;;36,4;38,4;;38,4
2421976;28/05/2025;Picking Entrepot;;6;6;;5,1;5,1;;5,3;5,3
2422275;28/05/2025;Picking Entrepot;;2;2;;4,1;4,1;;4,3;4,3
2422292;28/05/2025;Picking Entrepot;2;;2;6,8;;6,8;7,2;;7,2
2422685;28/05/2025;Picking Entrepot;3;;3;5;;5;5,3;;5,3
2422693;28/05/2025;Picking Entrepot;1;1;2;2,8;2,8;5,6;3;3;5,9
2424048;28/05/2025;Picking Entrepot;9;;9;12,2;;12,2;12,9;;12,9
2424607;28/05/2025;Picking Entrepot;1;;1;3,8;;3,8;4;;4
2425058;28/05/2025;Picking Entrepot;2;7;9;5,9;20,7;26,5;6,2;21,8;28
2425630;28/05/2025;Picking Entrepot;4;;4;6,6;;6,6;8;;8
2425823;28/05/2025;Picking Entrepot;;2;2;;4,2;4,2;;4,4;4,4
2430992;28/05/2025;Picking Entrepot;;2;2;;2,4;2,4;;2,8;2,8
2432878;28/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
2455079;28/05/2025;Picking Entrepot;3;;3;8;;8;9,6;;9,6
2461789;28/05/2025;Picking Entrepot;4;;4;13,7;;13,7;14,5;;14,5
2465341;28/05/2025;Picking Entrepot;25;;25;46,4;;46,4;49;;49
2465388;28/05/2025;Picking Entrepot;3;;3;5,4;;5,4;5,7;;5,7
2477043;28/05/2025;Picking Entrepot;1;;1;0,7;;0,7;0,7;;0,7
2477167;28/05/2025;Picking Entrepot;2;;2;4,4;;4,4;5,3;;5,3
2486444;28/05/2025;Picking Entrepot;1;;1;4,1;;4,1;4,3;;4,3
2491248;28/05/2025;Picking Entrepot;1;;1;1,5;;1,5;1,6;;1,6
2494894;28/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
2496388;28/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
2508906;28/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,2;;2,2
2510802;28/05/2025;Picking Entrepot;7;;7;24,8;;24,8;26,1;;26,1
2511197;28/05/2025;Picking Entrepot;3;;3;5;;5;5,2;;5,2
2511548;28/05/2025;Picking Entrepot;5;;5;16,6;;16,6;17,4;;17,4
2512789;28/05/2025;Picking Entrepot;1;;1;4,7;;4,7;5,6;;5,6
2520316;28/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
2521418;28/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
2524643;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
2526344;28/05/2025;Picking Entrepot;33;;33;107,4;;107,4;113,3;;113,3
2535700;28/05/2025;Picking Entrepot;2;;2;3,1;;3,1;3,7;;3,7
2540890;28/05/2025;Picking Entrepot;7;;7;13,1;;13,1;13,8;;13,8
2541997;28/05/2025;Picking Entrepot;;2;2;;2,6;2,6;;3,1;3,1
2544285;28/05/2025;Picking Entrepot;3;;3;6,6;;6,6;6,9;;6,9
2544929;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
2549598;28/05/2025;Picking Entrepot;2;;2;3,8;;3,8;4;;4
2551647;28/05/2025;Picking Entrepot;2;;2;4,6;;4,6;4,9;;4,9
2551661;28/05/2025;Picking Entrepot;1;;1;2,9;;2,9;3;;3
2559138;28/05/2025;Picking Entrepot;12;;12;18,8;;18,8;19,8;;19,8
2562649;28/05/2025;Picking Entrepot;6;;6;7,7;;7,7;8,1;;8,1
2562833;28/05/2025;Picking Entrepot;2;;2;6,2;;6,2;6,5;;6,5
2568254;28/05/2025;Picking Entrepot;;2;2;;5,6;5,6;;5,9;5,9
2572933;28/05/2025;Picking Entrepot;2;;2;5,2;;5,2;5,5;;5,5
2573457;28/05/2025;Picking Entrepot;2;;2;4;;4;4,2;;4,2
2573582;28/05/2025;Picking Entrepot;2;;2;4,8;;4,8;5;;5
2574079;28/05/2025;Picking Entrepot;2;4;6;11,4;19,3;30,7;12;20,4;32,3
2586777;28/05/2025;Picking Entrepot;5;4;9;9,2;6,1;15,3;9,7;6,4;16,1
2591600;28/05/2025;Picking Entrepot;7;;7;26,5;;26,5;27,9;;27,9
2591606;28/05/2025;Picking Entrepot;17;;17;12,9;;12,9;13,6;;13,6
2594348;28/05/2025;Picking Entrepot;12;;12;15,8;;15,8;16,7;;16,7
2598242;28/05/2025;Picking Entrepot;3;;3;10,5;;10,5;11,1;;11,1
2598294;28/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,4;;1,4
2603757;28/05/2025;Picking Entrepot;3;;3;8,2;;8,2;8,7;;8,7
2604444;28/05/2025;Picking Entrepot;7;;7;6,5;;6,5;6,8;;6,8
2604565;28/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
2611345;28/05/2025;Picking Entrepot;2;;2;8,2;;8,2;8,7;;8,7
2611364;28/05/2025;Picking Entrepot;9;;9;17,5;;17,5;18,4;;18,4
2612204;28/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
2612515;28/05/2025;Picking Entrepot;3;;3;3,4;;3,4;3,6;;3,6
2612948;28/05/2025;Picking Entrepot;3;;3;4,2;;4,2;4,5;;4,5
2612979;28/05/2025;Picking Entrepot;7;1;8;7,6;1,1;8,7;8,1;1,1;9,2
2613111;28/05/2025;Picking Entrepot;3;;3;4,2;;4,2;4,5;;4,5
2614064;28/05/2025;Picking Entrepot;6;;6;15,3;;15,3;16,1;;16,1
2614087;28/05/2025;Picking Entrepot;4;;4;5;;5;5,2;;5,2
2622852;28/05/2025;Picking Entrepot;1;;1;3,8;;3,8;4;;4
2624316;28/05/2025;Picking Entrepot;3;1;4;4,6;1,6;6,2;4,9;1,7;6,6
2629324;28/05/2025;Picking Entrepot;1;;1;2,1;;2,1;2,5;;2,5
2634737;28/05/2025;Picking Entrepot;;1;1;;3,5;3,5;;3,7;3,7
2641583;28/05/2025;Picking Entrepot;3;;3;11,6;;11,6;12,3;;12,3
2641909;28/05/2025;Picking Entrepot;14;;14;12,1;;12,1;12,7;;12,7
2644384;28/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,7;;3,7
2649631;28/05/2025;Picking Entrepot;3;;3;6;;6;6,4;;6,4
2658535;28/05/2025;Picking Entrepot;7;1;8;8,8;1,2;10;9,3;1,2;10,6
2658571;28/05/2025;Picking Entrepot;6;;6;6,8;;6,8;7,1;;7,1
2661377;28/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
2665528;28/05/2025;Picking Entrepot;4;;4;8,5;;8,5;9;;9
2674886;28/05/2025;Picking Entrepot;5;;5;8;;8;8,4;;8,4
2674893;28/05/2025;Picking Entrepot;7;;7;13,1;;13,1;13,8;;13,8
2679950;28/05/2025;Picking Entrepot;;1;1;;5,1;5,1;;6,1;6,1
2684357;28/05/2025;Picking Entrepot;1;;1;1,9;;1,9;1,9;;1,9
2684666;28/05/2025;Picking Entrepot;2;;2;6,2;;6,2;6,5;;6,5
2693224;28/05/2025;Picking Entrepot;;2;2;;9,9;9,9;;10,4;10,4
2693337;28/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
2694064;28/05/2025;Picking Entrepot;5;;5;5,5;;5,5;5,8;;5,8
2694092;28/05/2025;Picking Entrepot;3;;3;7,9;;7,9;8,4;;8,4
2695107;28/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
2697307;28/05/2025;Picking Entrepot;3;;3;6,8;;6,8;8,2;;8,2
2698070;28/05/2025;Picking Entrepot;7;;7;9,2;;9,2;9,7;;9,7
2698844;28/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,7;;3,7
2705200;28/05/2025;Picking Entrepot;1;2;3;3,1;6,2;9,2;3,2;6,5;9,8
2709081;28/05/2025;Picking Entrepot;2;;2;2,2;;2,2;2,3;;2,3
2714962;28/05/2025;Picking Entrepot;;6;6;;17,6;17,6;;18,5;18,5
2715571;28/05/2025;Picking Entrepot;;2;2;;3;3;;3,2;3,2
2715646;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,3;;2,3
2717536;28/05/2025;Picking Entrepot;1;;1;4;;4;4,2;;4,2
2720080;28/05/2025;Picking Entrepot;2;;2;8,3;;8,3;10;;10
2723578;28/05/2025;Picking Entrepot;1;;1;4,3;;4,3;4,5;;4,5
2725895;28/05/2025;Picking Entrepot;2;;2;6,2;;6,2;6,6;;6,6
2727988;28/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
2727998;28/05/2025;Picking Entrepot;4;;4;9,7;;9,7;10,2;;10,2
2734351;28/05/2025;Picking Entrepot;;4;4;;5,3;5,3;;5,6;5,6
2739033;28/05/2025;Picking Entrepot;6;;6;6,8;;6,8;8,2;;8,2
2739922;28/05/2025;Picking Entrepot;1;;1;1,1;;1,1;1,1;;1,1
2762468;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,6;;2,6
2764049;28/05/2025;Picking Entrepot;8;;8;28;;28;29,6;;29,6
2764115;28/05/2025;Picking Entrepot;5;;5;8,9;;8,9;9,4;;9,4
2764370;28/05/2025;Picking Entrepot;2;;2;3,3;;3,3;3,5;;3,5
2766350;28/05/2025;Picking Entrepot;;1;1;;2;2;;2,1;2,1
2774417;28/05/2025;Picking Entrepot;2;;2;18,8;;18,8;22,6;;22,6
2779201;28/05/2025;Picking Entrepot;1;;1;5;;5;6;;6
2779786;28/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
2783460;28/05/2025;Picking Entrepot;3;;3;2,4;;2,4;2,5;;2,5
2783692;28/05/2025;Picking Entrepot;5;;5;5,7;;5,7;6;;6
2783710;28/05/2025;Picking Entrepot;3;;3;2,4;;2,4;2,5;;2,5
2784358;28/05/2025;Picking Entrepot;4;;4;9,7;;9,7;10,3;;10,3
2786562;28/05/2025;Picking Entrepot;4;;4;3,8;;3,8;4;;4
2786567;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
2791007;28/05/2025;Picking Entrepot;4;;4;13,1;;13,1;13,8;;13,8
2794012;28/05/2025;Picking Entrepot;10;;10;16,7;;16,7;17,6;;17,6
2800411;28/05/2025;Picking Entrepot;19;1;20;44,1;2,3;46,4;46,5;2,5;49
2803021;28/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
2807471;28/05/2025;Picking Entrepot;1;;1;3,5;;3,5;4,2;;4,2
2809449;28/05/2025;Picking Entrepot;1;;1;1,3;;1,3;1,4;;1,4
2810409;28/05/2025;Picking Entrepot;;2;2;;2,2;2,2;;2,3;2,3
2810434;28/05/2025;Picking Entrepot;;3;3;;5;5;;5,3;5,3
2811559;28/05/2025;Picking Entrepot;4;;4;2,9;;2,9;3,1;;3,1
2812249;28/05/2025;Picking Entrepot;4;;4;6,2;;6,2;6,5;;6,5
2814946;28/05/2025;Picking Entrepot;6;;6;3,9;;3,9;4,1;;4,1
2816470;28/05/2025;Picking Entrepot;3;;3;6,8;;6,8;7,2;;7,2
2818007;28/05/2025;Picking Entrepot;7;;7;6,6;;6,6;6,9;;6,9
2818313;28/05/2025;Picking Entrepot;1;;1;9,2;;9,2;9,8;;9,8
2818661;28/05/2025;Picking Entrepot;1;6;7;1,6;8;9,5;1,6;8,4;10,1
2818665;28/05/2025;Picking Entrepot;2;7;9;3,1;8,6;11,7;3,3;9,1;12,3
2821867;28/05/2025;Picking Entrepot;4;;4;15,8;;15,8;16,7;;16,7
2826584;28/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2,2;;2,2
2826956;28/05/2025;Picking Entrepot;1;;1;8,5;;8,5;10,2;;10,2
2828693;28/05/2025;Picking Entrepot;9;30;39;27,4;77,5;104,9;32,9;93;125,8
2832052;28/05/2025;Picking Entrepot;3;;3;10,7;;10,7;11,3;;11,3
2832486;28/05/2025;Picking Entrepot;30;;30;53,8;;53,8;56,8;;56,8
2833216;28/05/2025;Picking Entrepot;1;4;5;1,6;5,6;7,2;1,6;5,9;7,6
2838791;28/05/2025;Picking Entrepot;3;;3;7,1;;7,1;7,5;;7,5
2841424;28/05/2025;Picking Entrepot;;3;3;;4,3;4,3;;4,5;4,5
2845601;28/05/2025;Picking Entrepot;2;;2;2,6;;2,6;2,7;;2,7
2845854;28/05/2025;Picking Entrepot;1;;1;9,3;;9,3;9,8;;9,8
2853316;28/05/2025;Picking Entrepot;2;1;3;26,4;13,2;39,6;27,8;13,9;41,8
2853581;28/05/2025;Picking Entrepot;7;;7;17,8;;17,8;18,8;;18,8
2864550;28/05/2025;Picking Entrepot;6;1;7;4,5;0,8;5,2;4,7;0,8;5,5
2874319;28/05/2025;Picking Entrepot;;5;5;;21,3;21,3;;22,4;22,4
2880017;28/05/2025;Picking Entrepot;1;;1;4,4;;4,4;5,3;;5,3
2894364;28/05/2025;Picking Entrepot;5;;5;8,8;;8,8;9,2;;9,2
2907060;28/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
2922363;28/05/2025;Picking Entrepot;2;;2;3,3;;3,3;3,5;;3,5
2922364;28/05/2025;Picking Entrepot;3;;3;4,2;;4,2;4,5;;4,5
2922982;28/05/2025;Picking Entrepot;1;3;4;2;5,9;7,9;2,1;6,3;8,4
2926029;28/05/2025;Picking Entrepot;10;3;13;14,7;4,4;19,1;15,4;4,7;20,1
2926416;28/05/2025;Picking Entrepot;1;1;2;5;5;10;5,2;5,2;10,5
2928623;28/05/2025;Picking Entrepot;4;;4;7;;7;7,4;;7,4
2929861;28/05/2025;Picking Entrepot;3;;3;5,2;;5,2;5,5;;5,5
2931787;28/05/2025;Picking Entrepot;3;;3;10,8;;10,8;11,4;;11,4
2933463;28/05/2025;Picking Entrepot;2;;2;2,6;;2,6;2,8;;2,8
2959998;28/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
2960764;28/05/2025;Picking Entrepot;1;;1;2;;2;2,1;;2,1
2960799;28/05/2025;Picking Entrepot;6;;6;10,9;;10,9;11,5;;11,5
2969803;28/05/2025;Picking Entrepot;;1;1;;4,7;4,7;;5,7;5,7
2973623;28/05/2025;Picking Entrepot;;5;5;;30,2;30,2;;31,9;31,9
2974329;28/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
2983089;28/05/2025;Picking Entrepot;;2;2;;3;3;;3,1;3,1
2983093;28/05/2025;Picking Entrepot;;1;1;;1,4;1,4;;1,5;1,5
2987290;28/05/2025;Picking Entrepot;1;;1;9,2;;9,2;11;;11
2987520;28/05/2025;Picking Entrepot;1;;1;4,3;;4,3;4,5;;4,5
2990831;28/05/2025;Picking Entrepot;5;;5;2,4;;2,4;2,6;;2,6
2993117;28/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
2993504;28/05/2025;Picking Entrepot;1;;1;10,7;;10,7;12,8;;12,8
2993685;28/05/2025;Picking Entrepot;;1;1;;2,2;2,2;;2,3;2,3
2994132;28/05/2025;Picking Entrepot;1;;1;12,6;;12,6;15,2;;15,2
2995592;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
2995710;28/05/2025;Picking Entrepot;2;;2;4,1;;4,1;4,3;;4,3
2998646;28/05/2025;Picking Entrepot;4;2;6;15,3;7,6;22,9;16,2;8;24,1
2998648;28/05/2025;Picking Entrepot;2;1;3;7,6;3,9;11,4;8;4,1;12,1
2998787;28/05/2025;Picking Entrepot;;2;2;;2,9;2,9;;3,1;3,1
2998799;28/05/2025;Picking Entrepot;;1;1;;6,2;6,2;;6,6;6,6
2999136;28/05/2025;Picking Entrepot;;2;2;;4,6;4,6;;5,5;5,5
2999153;28/05/2025;Picking Entrepot;;1;1;;2,3;2,3;;2,8;2,8
2999168;28/05/2025;Picking Entrepot;;2;2;;4,6;4,6;;5,5;5,5
3000033;28/05/2025;Picking Entrepot;;13;13;;62,1;62,1;;74,6;74,6
3003461;28/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
3004279;28/05/2025;Picking Entrepot;15;;15;38;;38;40,1;;40,1
3006334;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
3006524;28/05/2025;Picking Entrepot;3;;3;4,5;;4,5;4,7;;4,7
3006797;28/05/2025;Picking Entrepot;6;;6;8,8;;8,8;9,3;;9,3
3007013;28/05/2025;Picking Entrepot;1;;1;6,3;;6,3;7,6;;7,6
3009254;28/05/2025;Picking Entrepot;2;;2;4,7;;4,7;5;;5
3009291;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,4;;1,4
3013532;28/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
3013536;28/05/2025;Picking Entrepot;5;;5;11,6;;11,6;12,2;;12,2
3018560;28/05/2025;Picking Entrepot;1;9;10;2,5;22,7;25,2;2,6;24;26,6
3026783;28/05/2025;Picking Entrepot;3;;3;10,5;;10,5;11,1;;11,1
3030813;28/05/2025;Picking Entrepot;1;4;5;7,6;25,7;33,3;8;27,2;35,1
3030825;28/05/2025;Picking Entrepot;1;;1;8;;8;8,4;;8,4
3030828;28/05/2025;Picking Entrepot;;1;1;;12,8;12,8;;15,4;15,4
3038113;28/05/2025;Picking Entrepot;;1;1;;2,5;2,5;;2,6;2,6
3042695;28/05/2025;Picking Entrepot;3;;3;7,4;;7,4;7,8;;7,8
3059307;28/05/2025;Picking Entrepot;4;;4;9,7;;9,7;10,2;;10,2
3059527;28/05/2025;Picking Entrepot;;1;1;;1,4;1,4;;1,4;1,4
3066070;28/05/2025;Picking Entrepot;1;;1;4,7;;4,7;5;;5
3086497;28/05/2025;Picking Entrepot;1;;1;3,5;;3,5;3,8;;3,8
3088756;28/05/2025;Picking Entrepot;1;;1;3,7;;3,7;3,9;;3,9
3088822;28/05/2025;Picking Entrepot;20;1;21;51,1;2,5;53,6;53,9;2,7;56,5
3090460;28/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
3091624;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
3091673;28/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,6;;3,6
3094697;28/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
3095170;28/05/2025;Picking Entrepot;21;;21;49,8;;49,8;52,5;;52,5
3096411;28/05/2025;Picking Entrepot;2;;2;5,5;;5,5;5,8;;5,8
3102529;28/05/2025;Picking Entrepot;4;;4;9,9;;9,9;10,4;;10,4
3102531;28/05/2025;Picking Entrepot;;2;2;;5,2;5,2;;5,4;5,4
3102535;28/05/2025;Picking Entrepot;2;;2;6,2;;6,2;6,5;;6,5
3102537;28/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,4;;2,4
3105609;28/05/2025;Picking Entrepot;;1;1;;2,2;2,2;;2,3;2,3
3106040;28/05/2025;Picking Entrepot;1;;1;3,6;;3,6;3,9;;3,9
3106154;28/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,8;;2,8
3106207;28/05/2025;Picking Entrepot;5;;5;13,6;;13,6;16,3;;16,3
3111398;28/05/2025;Picking Entrepot;2;3;5;3,5;6;9,5;3,7;6,3;10
3111421;28/05/2025;Picking Entrepot;6;3;9;10,2;5;15,2;10,8;5,2;16,1
3117929;28/05/2025;Picking Entrepot;2;;2;3,9;;3,9;4,1;;4,1
3136018;28/05/2025;Picking Entrepot;13;;13;24,4;;24,4;25,7;;25,7
3137245;28/05/2025;Picking Entrepot;1;;1;2,6;;2,6;2,8;;2,8
3139397;28/05/2025;Picking Entrepot;1;;1;7,4;;7,4;7,8;;7,8
3145636;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,4;;2,4
