EAN;TS_1_Mois;TS_2_Mois;TS_3_Mois;TS_Final;TS_1_Semaine;TS_Final_V2
6091091000301;100%;100%;100%;100%;;100%
6091091000868;100%;100%;100%;100%;;100%
6091091000899;100%;100%;100%;100%;;100%
6091091001629;100%;100%;100%;100%;;100%
6091091001988;40%;68%;71%;40%;0%;0%
6091091002039;100%;100%;100%;100%;;100%
6091091002398;100%;100%;100%;100%;;100%
6091091003890;100%;100%;100%;100%;;100%
6091091010928;100%;100%;100%;100%;;100%
6111094000013;100%;100%;100%;100%;100%;100%
6111094000228;100%;100%;100%;100%;100%;100%
6111094000808;;;100%;100%;;100%
6111094000815;;;100%;100%;;100%
6130093062792;;;100%;100%;;100%
6130093062839;;;100%;100%;;100%
6130093062846;;;100%;100%;;100%
6130093062853;;;100%;100%;;100%
6130093062860;;;100%;100%;;100%
6130093065137;;;100%;100%;;100%
6130093068091;;;100%;100%;;100%
6191509900671;100%;100%;100%;100%;100%;100%
6191509900688;;;100%;100%;;100%
6191509900855;100%;100%;98%;100%;;100%
6191509909933;92%;67%;72%;92%;67%;67%
6191509909940;100%;92%;92%;100%;100%;100%
6191509910014;100%;100%;100%;100%;;100%
6191509910700;97%;58%;65%;97%;;97%
6191509910984;100%;100%;100%;100%;;100%
6194017302012;;;100%;100%;;100%
6194017302791;;;100%;100%;;100%
6194029100378;;100%;100%;100%;;100%
6194029103232;;100%;100%;100%;;100%
6194029103508;100%;100%;100%;100%;;100%
6194049100105;100%;100%;100%;100%;100%;100%
6430056289779;100%;100%;100%;100%;100%;100%
7038513866304;67%;47%;55%;67%;0%;0%
7046110071519;100%;100%;100%;100%;100%;100%
7046110075562;100%;100%;98%;100%;100%;100%
7070866038403;100%;100%;100%;100%;;100%
7070866038434;100%;100%;100%;100%;;100%
7070866038465;100%;100%;100%;100%;;100%
7070866038700;100%;100%;100%;100%;;100%
7300400481571;100%;100%;100%;100%;;100%
7300400481588;100%;100%;100%;100%;100%;100%
7300400481595;100%;100%;100%;100%;100%;100%
7310070004871;100%;100%;100%;100%;;100%
7310791178165;100%;100%;100%;100%;;100%
7311070032604;100%;100%;100%;100%;100%;100%
7311070032611;96%;92%;94%;96%;100%;100%
7311070362664;95%;92%;95%;95%;100%;100%
7312040017034;100%;100%;100%;100%;100%;100%
7312040017683;100%;100%;100%;100%;100%;100%
7312040350056;100%;100%;100%;100%;100%;100%
7312040350209;100%;100%;100%;100%;;100%
7312040350339;100%;100%;100%;100%;100%;100%
7312040551668;100%;100%;100%;100%;;100%
7312040552726;100%;100%;100%;100%;;100%
7322540036107;100%;100%;100%;100%;100%;100%
7322540226058;100%;100%;100%;100%;;100%
7322540319972;100%;67%;73%;100%;100%;100%
7322540426465;100%;50%;26%;100%;;100%
7322540455304;100%;100%;45%;100%;100%;100%
7322540574876;40%;62%;73%;40%;0%;0%
7322540588156;100%;100%;96%;100%;100%;100%
7322540592412;33%;60%;73%;33%;0%;0%
7322540600087;100%;100%;100%;100%;;100%
7322540711493;100%;100%;100%;100%;100%;100%
7322540712223;100%;100%;100%;100%;;100%
7322540723090;100%;100%;100%;100%;;100%
7322540743623;;;100%;100%;;100%
7322540757750;100%;100%;100%;100%;;100%
7322540757781;97%;98%;99%;97%;81%;81%
7322540809213;100%;100%;100%;100%;;100%
7322540809244;100%;100%;100%;100%;;100%
7322540809879;100%;100%;100%;100%;100%;100%
7322540818796;12%;15%;18%;12%;100%;100%
7322540819342;50%;68%;76%;50%;100%;100%
7322540833188;100%;100%;100%;100%;100%;100%
7322540834390;;;100%;100%;;100%
7322540834413;;;100%;100%;;100%
7322540839913;100%;100%;100%;100%;;100%
7322540839920;50%;68%;74%;50%;0%;0%
7322540851984;100%;100%;100%;100%;;100%
7322540852424;100%;100%;100%;100%;;100%
7322540893427;;100%;100%;100%;;100%
7322540894684;;100%;100%;100%;;100%
7322540926668;100%;100%;100%;100%;100%;100%
7322540926729;50%;67%;75%;50%;0%;0%
7322540928525;100%;100%;100%;100%;100%;100%
7322540944150;;;100%;100%;;100%
7322540944426;;;100%;100%;;100%
7322540948318;0%;0%;0%;0%;2%;2%
7322540963298;100%;100%;96%;100%;100%;100%
7322540965117;;100%;100%;100%;;100%
7322540971446;;;100%;100%;;100%
7322540992755;100%;100%;100%;100%;;100%
7322541048314;100%;100%;100%;100%;;100%
7322541048673;100%;100%;100%;100%;100%;100%
7322541067315;100%;100%;100%;100%;100%;100%
7322541067971;;;100%;100%;;100%
7322541076270;;;100%;100%;;100%
7322541086507;100%;100%;100%;100%;100%;100%
7322541087061;100%;100%;100%;100%;;100%
7322541174594;;;100%;100%;;100%
7322541331003;;62%;84%;62%;;62%
7322541332765;;;100%;100%;;100%
7322541333823;100%;96%;99%;100%;;100%
7322541335452;;;91%;91%;;91%
7322541335650;100%;100%;94%;100%;;100%
7322541335865;;;100%;100%;;100%
7322541337913;;;100%;100%;;100%
7322541338101;100%;100%;100%;100%;;100%
7322541497648;100%;100%;100%;100%;;100%
7322541497792;100%;100%;100%;100%;100%;100%
7322541498775;100%;100%;100%;100%;;100%
7322541499666;100%;100%;100%;100%;;100%
7322541499895;100%;64%;66%;100%;100%;100%
7322541499963;;100%;100%;100%;;100%
7322541728988;100%;100%;100%;100%;;100%
7322541732275;100%;100%;100%;100%;;100%
7322541734460;100%;100%;100%;100%;;100%
7322541734521;100%;100%;100%;100%;;100%
7322541734583;100%;100%;100%;100%;;100%
7322541734644;100%;100%;100%;100%;;100%
7322541735375;100%;100%;100%;100%;;100%
7322541988955;;56%;56%;56%;;56%
7322541989013;;0%;0%;0%;;0%
7322542003459;100%;100%;100%;100%;;100%
7322542005705;100%;100%;100%;100%;;100%
7322542006252;100%;100%;100%;100%;;100%
7322542006764;;;100%;100%;;100%
7322542007105;;;100%;100%;;100%
7322542007341;100%;100%;100%;100%;;100%
7322542007532;100%;100%;100%;100%;;100%
7322542028773;79%;87%;90%;79%;29%;29%
7322542094891;100%;100%;100%;100%;100%;100%
7322542146811;;;100%;100%;;100%
7322542148006;;;100%;100%;;100%
7322542148167;;;100%;100%;;100%
7322542148228;;;100%;100%;;100%
7322542205549;;100%;100%;100%;;100%
7322542205761;;100%;100%;100%;;100%
7322542206041;;100%;100%;100%;;100%
7322542206072;;100%;100%;100%;;100%
7322542206348;;100%;100%;100%;;100%
7322542206461;;100%;100%;100%;;100%
7322542206928;;;100%;100%;;100%
7322542258477;100%;100%;95%;100%;100%;100%
7336014497509;100%;100%;100%;100%;;100%
7394376616709;100%;100%;100%;100%;100%;100%
7431008107003;100%;100%;100%;100%;;100%
7466871105641;100%;100%;100%;100%;;100%
7501017005925;100%;100%;100%;100%;;100%
7501064193040;100%;100%;100%;100%;;100%
7594003620059;;100%;100%;100%;;100%
7594003626624;100%;100%;100%;100%;;100%
7610058207714;78%;90%;92%;78%;0%;0%
7610058207738;;100%;100%;100%;;100%
7610058207752;;100%;100%;100%;;100%
7610058209596;100%;100%;100%;100%;;100%
7610108056446;100%;100%;100%;100%;100%;100%
7610113007518;;100%;100%;100%;;100%
7610113013700;;100%;100%;100%;;100%
7610113019214;100%;100%;100%;100%;100%;100%
7610113019245;100%;93%;96%;100%;100%;100%
7610113027226;;100%;100%;100%;;100%
7610216184000;;100%;100%;100%;;100%
7610216210464;73%;89%;91%;73%;0%;0%
7610216403026;;100%;100%;100%;;100%
7610216502118;;100%;100%;100%;;100%
7610216510236;;100%;100%;100%;;100%
7610216530234;;100%;100%;100%;;100%
7610313390076;100%;100%;100%;100%;100%;100%
7610400020206;100%;100%;100%;100%;100%;100%
7610400066204;;100%;100%;100%;;100%
7610400084895;100%;100%;100%;100%;;100%
7610700001639;;100%;100%;100%;;100%
7610700009888;;100%;100%;100%;;100%
7610700011867;;100%;100%;100%;;100%
7610700013632;;100%;100%;100%;;100%
7610700015209;;100%;100%;100%;;100%
7610700015407;100%;100%;100%;100%;;100%
7610700015421;100%;100%;100%;100%;100%;100%
7610700015445;100%;100%;100%;100%;;100%
7610700015483;100%;100%;100%;100%;;100%
7610700017654;;100%;100%;100%;;100%
7610700023082;;100%;100%;100%;;100%
7610700601396;100%;100%;100%;100%;;100%
7610700601419;;100%;100%;100%;;100%
7610700601624;;100%;100%;100%;;100%
7610700603024;;100%;100%;100%;;100%
7610700612477;100%;100%;100%;100%;100%;100%
7610700626368;100%;100%;100%;100%;;100%
7610700626689;;100%;100%;100%;;100%
7610700901137;100%;100%;100%;100%;100%;100%
7610700922361;100%;100%;100%;100%;;100%
7612100018477;41%;41%;41%;41%;100%;100%
7612100066430;100%;100%;100%;100%;;100%
7612100914199;100%;100%;76%;100%;;100%
7613030432807;100%;100%;100%;100%;;100%
7613030811725;100%;100%;99%;100%;;100%
7613030946021;100%;91%;93%;100%;100%;100%
7613031272990;100%;100%;100%;100%;;100%
7613031409730;100%;100%;100%;100%;;100%
7613031466009;100%;100%;100%;100%;100%;100%
7613031477999;100%;100%;100%;100%;;100%
7613031478057;100%;100%;100%;100%;;100%
7613031478118;100%;100%;100%;100%;;100%
7613031478149;100%;100%;100%;100%;;100%
7613031478170;100%;100%;100%;100%;;100%
7613031508488;100%;93%;95%;100%;100%;100%
7613031552139;100%;92%;93%;100%;;100%
7613031552160;;100%;100%;100%;;100%
7613031552221;100%;100%;95%;100%;;100%
7613031552252;100%;100%;100%;100%;;100%
7613031552344;100%;100%;100%;100%;100%;100%
7613031552375;100%;100%;100%;100%;;100%
7613031552498;100%;100%;100%;100%;;100%
7613031571390;100%;100%;100%;100%;100%;100%
7613031794331;100%;100%;100%;100%;100%;100%
7613031915095;100%;100%;100%;100%;100%;100%
7613032322595;100%;100%;100%;100%;100%;100%
7613032372200;100%;100%;100%;100%;;100%
7613032396350;100%;100%;100%;100%;100%;100%
7613032397623;100%;100%;100%;100%;;100%
7613032405687;100%;100%;100%;100%;;100%
7613032471842;100%;100%;100%;100%;;100%
7613032506636;100%;100%;100%;100%;100%;100%
7613032568436;100%;100%;100%;100%;100%;100%
7613032630379;100%;100%;100%;100%;100%;100%
7613032725907;;100%;100%;100%;;100%
7613032725969;100%;100%;100%;100%;100%;100%
7613032759155;100%;100%;100%;100%;100%;100%
7613032773687;100%;100%;100%;100%;100%;100%
7613032779566;98%;98%;98%;98%;100%;100%
7613032910501;100%;100%;100%;100%;;100%
7613032946142;100%;100%;100%;100%;100%;100%
7613032955748;100%;100%;100%;100%;;100%
7613032959425;;100%;100%;100%;;100%
7613032968724;;100%;100%;100%;;100%
7613033112898;100%;100%;100%;100%;;100%
7613033134272;100%;100%;100%;100%;100%;100%
7613033135538;;100%;100%;100%;;100%
7613033136351;100%;100%;100%;100%;100%;100%
7613033162220;100%;100%;100%;100%;100%;100%
7613033174667;100%;100%;100%;100%;100%;100%
7613033214004;;100%;100%;100%;;100%
7613033294860;100%;100%;100%;100%;;100%
7613033486029;100%;100%;100%;100%;;100%
7613033514449;100%;100%;100%;100%;;100%
7613033574788;100%;100%;100%;100%;100%;100%
7613033590146;98%;99%;93%;98%;97%;97%
7613033663246;100%;100%;100%;100%;100%;100%
7613033687884;100%;100%;100%;100%;;100%
7613033687914;100%;100%;100%;100%;;100%
7613033687983;100%;100%;100%;100%;;100%
7613034056122;100%;100%;100%;100%;100%;100%
7613034060679;;100%;100%;100%;;100%
7613034060709;100%;100%;100%;100%;;100%
7613034065933;100%;100%;100%;100%;;100%
7613034077943;100%;100%;100%;100%;;100%
7613034129376;100%;100%;100%;100%;100%;100%
7613034146502;;100%;100%;100%;;100%
7613034146656;;100%;100%;100%;;100%
7613034146700;100%;100%;100%;100%;;100%
7613034227775;100%;100%;100%;100%;100%;100%
7613034365774;100%;100%;100%;100%;100%;100%
7613034413659;;100%;100%;100%;;100%
7613034423290;100%;91%;95%;100%;;100%
7613034444455;100%;100%;100%;100%;100%;100%
7613034452214;72%;66%;66%;72%;;72%
7613034452481;100%;100%;100%;100%;100%;100%
7613034453907;;58%;40%;58%;;58%
7613034464927;;100%;82%;100%;;100%
7613034465252;100%;100%;100%;100%;;100%
7613034542854;100%;100%;100%;100%;100%;100%
7613034560858;100%;100%;100%;100%;;100%
7613034579942;100%;100%;100%;100%;100%;100%
7613034580900;100%;100%;100%;100%;;100%
7613034580931;100%;100%;100%;100%;;100%
7613034581020;33%;43%;56%;33%;0%;0%
7613034581051;100%;100%;100%;100%;100%;100%
7613034678515;100%;100%;100%;100%;;100%
7613034940377;57%;47%;44%;57%;100%;100%
7613034955418;100%;100%;100%;100%;;100%
7613034975386;100%;100%;100%;100%;;100%
7613034975416;100%;100%;100%;100%;100%;100%
7613034996480;100%;100%;100%;100%;100%;100%
7613035001848;100%;100%;100%;100%;100%;100%
7613035008984;100%;100%;100%;100%;100%;100%
7613035009011;100%;100%;100%;100%;;100%
7613035009240;50%;68%;75%;50%;;50%
7613035009271;100%;100%;100%;100%;;100%
7613035009301;;100%;100%;100%;;100%
7613035014190;100%;100%;100%;100%;;100%
7613035014220;100%;100%;100%;100%;100%;100%
7613035037250;100%;100%;100%;100%;;100%
7613035040762;100%;100%;100%;100%;;100%
7613035040793;100%;100%;100%;100%;;100%
7613035040823;100%;100%;100%;100%;;100%
7613035052796;;100%;100%;100%;;100%
7613035058910;100%;100%;100%;100%;;100%
7613035061736;;;100%;100%;;100%
7613035096011;;100%;100%;100%;;100%
7613035124080;80%;91%;94%;80%;100%;100%
7613035244320;100%;100%;100%;100%;;100%
7613035284784;100%;100%;100%;100%;100%;100%
7613035287167;100%;100%;100%;100%;100%;100%
7613035289291;100%;100%;100%;100%;100%;100%
7613035357051;;100%;100%;100%;;100%
7613035366749;100%;100%;100%;100%;100%;100%
7613035379053;100%;100%;100%;100%;;100%
7613035379114;100%;100%;100%;100%;;100%
7613035379770;93%;97%;98%;93%;;93%
7613035421554;;;100%;100%;;100%
7613035447004;100%;100%;100%;100%;;100%
7613035449176;100%;42%;31%;100%;;100%
7613035449626;100%;100%;100%;100%;;100%
7613035452930;100%;100%;100%;100%;100%;100%
7613035461703;100%;100%;100%;100%;100%;100%
7613035464261;100%;100%;100%;100%;;100%
7613035468535;100%;100%;100%;100%;100%;100%
7613035468566;100%;100%;100%;100%;;100%
7613035525641;100%;55%;64%;100%;100%;100%
7613035530799;;100%;100%;100%;;100%
7613035544482;100%;96%;98%;100%;100%;100%
7613035552579;100%;100%;100%;100%;;100%
7613035587793;100%;84%;87%;100%;;100%
7613035587816;100%;100%;100%;100%;;100%
7613035648463;100%;100%;100%;100%;100%;100%
7613035648494;100%;100%;100%;100%;100%;100%
7613035676497;95%;98%;99%;95%;75%;75%
7613035690639;100%;100%;100%;100%;100%;100%
7613035694897;100%;100%;100%;100%;100%;100%
7613035694958;100%;96%;97%;100%;100%;100%
7613035694989;100%;100%;100%;100%;100%;100%
7613035751095;100%;100%;100%;100%;;100%
7613035781627;100%;100%;100%;100%;;100%
7613035832503;100%;100%;100%;100%;100%;100%
7613035832534;100%;100%;100%;100%;;100%
7613035832596;;100%;100%;100%;;100%
7613035833272;100%;100%;100%;100%;100%;100%
7613035833302;100%;100%;100%;100%;100%;100%
7613035837027;100%;100%;88%;100%;;100%
7613035837058;;100%;100%;100%;;100%
7613035837119;100%;100%;100%;100%;;100%
7613035845084;100%;100%;100%;100%;;100%
7613035848054;;100%;100%;100%;;100%
7613035848085;;100%;100%;100%;;100%
7613035856585;100%;100%;98%;100%;;100%
7613035856615;100%;100%;100%;100%;;100%
7613035856646;100%;100%;100%;100%;;100%
7613035859098;100%;75%;83%;100%;;100%
7613035866386;100%;100%;100%;100%;100%;100%
7613035888265;100%;100%;100%;100%;;100%
7613035892781;100%;100%;100%;100%;100%;100%
7613035892811;100%;100%;100%;100%;100%;100%
7613035892866;100%;100%;100%;100%;;100%
7613035893153;;100%;100%;100%;;100%
7613035898646;100%;100%;100%;100%;;100%
7613035898707;100%;100%;100%;100%;;100%
7613035937420;100%;100%;100%;100%;100%;100%
7613035939882;100%;100%;100%;100%;;100%
7613035939899;100%;100%;100%;100%;100%;100%
7613035982055;100%;100%;100%;100%;100%;100%
7613035999497;100%;100%;100%;100%;;100%
7613036012249;100%;100%;100%;100%;100%;100%
7613036021265;100%;100%;100%;100%;100%;100%
7613036021388;100%;96%;98%;100%;100%;100%
7613036076036;;;100%;100%;;100%
7613036077569;100%;100%;100%;100%;100%;100%
7613036092487;100%;100%;100%;100%;100%;100%
7613036109154;;100%;100%;100%;;100%
7613036120425;100%;100%;100%;100%;;100%
7613036142922;100%;100%;100%;100%;;100%
7613036217316;100%;100%;100%;100%;;100%
7613036217347;100%;100%;100%;100%;;100%
7613036217378;100%;100%;100%;100%;;100%
7613036249928;100%;100%;100%;100%;100%;100%
7613036271868;100%;100%;100%;100%;100%;100%
7613036278508;100%;100%;100%;100%;100%;100%
7613036279635;100%;100%;100%;100%;;100%
7613036285827;44%;74%;78%;44%;0%;0%
7613036286657;;74%;77%;74%;;74%
7613036303033;100%;100%;100%;100%;100%;100%
7613036342889;100%;100%;100%;100%;;100%
7613036400411;100%;100%;100%;100%;;100%
7613036400640;100%;100%;100%;100%;;100%
7613036400671;;;100%;100%;;100%
7613036431651;100%;100%;100%;100%;;100%
7613036443388;100%;100%;100%;100%;;100%
7613036451253;;;100%;100%;;100%
7613036514279;100%;100%;100%;100%;;100%
7613036514415;100%;100%;100%;100%;;100%
7613036596251;100%;100%;100%;100%;100%;100%
7613036601344;100%;100%;100%;100%;100%;100%
7613036632102;100%;100%;100%;100%;100%;100%
7613036632126;100%;100%;100%;100%;100%;100%
7613036669146;100%;100%;71%;100%;;100%
7613036690058;;100%;100%;100%;;100%
7613036696852;;100%;100%;100%;;100%
7613036705165;100%;100%;100%;100%;100%;100%
7613036716321;;100%;100%;100%;;100%
7613036716383;;100%;100%;100%;;100%
7613036724258;100%;100%;100%;100%;;100%
7613036724272;100%;100%;100%;100%;;100%
7613036730358;100%;100%;100%;100%;;100%
7613036731607;;100%;100%;100%;;100%
7613036749664;;100%;100%;100%;;100%
7613036750011;100%;100%;100%;100%;;100%
7613036754415;100%;100%;100%;100%;;100%
7613036758796;100%;100%;100%;100%;;100%
7613036760812;100%;100%;100%;100%;;100%
7613036760881;100%;100%;100%;100%;;100%
7613036867207;100%;100%;100%;100%;100%;100%
7613036868082;100%;100%;100%;100%;100%;100%
7613036891530;100%;100%;100%;100%;100%;100%
7613036939980;100%;100%;100%;100%;;100%
7613036943673;100%;100%;100%;100%;100%;100%
7613036943765;100%;100%;100%;100%;100%;100%
7613036957083;;100%;100%;100%;;100%
7613036958967;;100%;100%;100%;;100%
7613036959049;100%;100%;100%;100%;100%;100%
7613036961561;;100%;100%;100%;;100%
7613036961622;100%;100%;100%;100%;100%;100%
7613036961684;100%;100%;100%;100%;100%;100%
7613036961769;;100%;100%;100%;;100%
7613036961820;;100%;100%;100%;;100%
7613037030440;100%;100%;100%;100%;;100%
7613037204797;100%;100%;100%;100%;100%;100%
7613037204889;100%;100%;100%;100%;100%;100%
7613037512731;100%;100%;100%;100%;100%;100%
7613037681758;100%;100%;78%;100%;;100%
7613037788228;100%;100%;100%;100%;;100%
7613037928532;100%;100%;99%;100%;100%;100%
7613037935080;100%;100%;100%;100%;100%;100%
7613037978018;100%;100%;100%;100%;;100%
7613037984798;100%;100%;100%;100%;100%;100%
7613037984866;100%;100%;100%;100%;100%;100%
7613037984972;100%;100%;100%;100%;100%;100%
7613037985085;100%;100%;100%;100%;100%;100%
7613037986938;100%;100%;100%;100%;100%;100%
7613037987263;100%;100%;100%;100%;100%;100%
7613037987355;100%;100%;100%;100%;100%;100%
7613038007694;100%;100%;100%;100%;100%;100%
7613038053677;100%;100%;100%;100%;;100%
7613038133997;100%;100%;100%;100%;;100%
7613038150307;100%;100%;100%;100%;;100%
7613038150581;;100%;100%;100%;;100%
7613038151137;100%;100%;100%;100%;;100%
7613038185071;100%;100%;100%;100%;;100%
7613038317649;100%;100%;100%;100%;;100%
7613038317922;100%;100%;100%;100%;;100%
7613038417486;100%;100%;100%;100%;100%;100%
7613038902166;100%;100%;100%;100%;100%;100%
7613038954226;100%;100%;100%;100%;;100%
7613039829264;100%;100%;100%;100%;;100%
7613039830727;100%;100%;100%;100%;;100%
7613039839348;27%;27%;27%;27%;100%;100%
7613039854327;100%;100%;100%;100%;;100%
7613287012340;100%;100%;100%;100%;;100%
7613287012371;100%;100%;100%;100%;;100%
7613287013491;100%;100%;100%;100%;;100%
7613287079756;100%;100%;100%;100%;;100%
7613287080646;100%;100%;100%;100%;;100%
7613287101778;100%;100%;100%;100%;;100%
7613287102058;;100%;100%;100%;;100%
7613287134295;;100%;100%;100%;;100%
7613287162151;;100%;100%;100%;;100%
7613287163783;;100%;100%;100%;;100%
7613287164834;100%;100%;100%;100%;;100%
7613287169617;0%;40%;40%;0%;0%;0%
7613287186782;;100%;100%;100%;;100%
7613287301291;;100%;100%;100%;;100%
7613287328366;93%;97%;72%;93%;;93%
7613287328380;100%;100%;100%;100%;100%;100%
7613287328472;100%;60%;50%;100%;;100%
7613287328632;100%;100%;100%;100%;;100%
7613287328656;100%;100%;100%;100%;;100%
7613287328670;100%;100%;100%;100%;;100%
7613287333124;100%;100%;100%;100%;;100%
7613287333407;100%;100%;100%;100%;;100%
7613287334497;100%;100%;70%;100%;100%;100%
7613287334985;100%;100%;100%;100%;;100%
7613287335005;100%;100%;100%;100%;100%;100%
7613287335012;100%;100%;100%;100%;;100%
7613287335524;100%;100%;100%;100%;;100%
7613287369543;100%;100%;100%;100%;100%;100%
7613287403216;100%;100%;100%;100%;;100%
7613287414236;;100%;100%;100%;;100%
7613287414298;;100%;100%;100%;;100%
7613287417817;100%;100%;100%;100%;100%;100%
7613287418890;;100%;100%;100%;;100%
7613287514325;93%;96%;98%;93%;100%;100%
7613287591548;100%;100%;100%;100%;100%;100%
7613287746627;100%;100%;100%;100%;;100%
7613287758361;100%;100%;100%;100%;;100%
7613287758460;100%;100%;100%;100%;;100%
7613287760678;100%;100%;100%;100%;;100%
7613287762962;;100%;100%;100%;;100%
7613287762993;100%;100%;100%;100%;;100%
7613287790866;100%;100%;100%;100%;;100%
7613287855503;100%;100%;100%;100%;;100%
7613287930262;100%;100%;100%;100%;100%;100%
7613287930422;100%;100%;100%;100%;;100%
7613287936424;100%;100%;100%;100%;;100%
7613287936547;65%;73%;80%;65%;100%;100%
7613287936691;100%;100%;100%;100%;100%;100%
7613287936950;100%;100%;100%;100%;;100%
7613287937148;100%;100%;100%;100%;100%;100%
7613287937278;100%;100%;100%;100%;100%;100%
7614800030520;;100%;100%;100%;;100%
7614800119096;;100%;100%;100%;;100%
7614800136024;;100%;100%;100%;;100%
7614800148003;;100%;100%;100%;;100%
7614800170004;;100%;100%;100%;;100%
7614800245009;100%;100%;89%;100%;;100%
7614800256005;;50%;50%;50%;;50%
7614800265229;;100%;100%;100%;;100%
7614800277000;;100%;100%;100%;;100%
7614800321000;;100%;100%;100%;;100%
7614800891008;;100%;100%;100%;;100%
7616500934399;0%;0%;0%;0%;;0%
7617014191728;12%;12%;25%;12%;;12%
7617014193159;0%;0%;6%;0%;;0%
7617014193173;0%;60%;54%;0%;;0%
7617014193197;;0%;14%;0%;;0%
7617014193807;0%;0%;16%;0%;;0%
7617014199342;;0%;14%;0%;;0%
7622200002290;100%;92%;77%;100%;100%;100%
7622200348084;100%;100%;100%;100%;;100%
7622201123888;;;8%;8%;;8%
7622201126711;;100%;100%;100%;;100%
7622201133337;100%;100%;100%;100%;;100%
7622201388546;100%;100%;100%;100%;;100%
7622201388577;100%;100%;100%;100%;;100%
7622201451981;;;100%;100%;;100%
7622201517168;100%;100%;100%;100%;;100%
7622201517458;;;100%;100%;;100%
7622201521059;100%;48%;61%;100%;100%;100%
7622201676810;100%;100%;100%;100%;100%;100%
7622201677190;;;100%;100%;;100%
7622201722319;100%;100%;100%;100%;;100%
7622201729875;100%;100%;100%;100%;100%;100%
7622201766559;100%;100%;100%;100%;100%;100%
7622201788162;;;100%;100%;;100%
7622201809638;100%;25%;40%;100%;;100%
7622201813345;100%;100%;100%;100%;;100%
7622201815516;100%;98%;99%;100%;;100%
7622201817145;;;100%;100%;;100%
7622201820275;;100%;100%;100%;;100%
7622201820824;;100%;100%;100%;;100%
7622201820992;;100%;100%;100%;;100%
7622202014710;100%;100%;100%;100%;;100%
7622202023958;100%;100%;100%;100%;100%;100%
7622202024054;;;100%;100%;;100%
7622202024085;;100%;100%;100%;;100%
7622202024115;100%;100%;100%;100%;100%;100%
7622202028199;100%;100%;90%;100%;;100%
7622202028304;100%;100%;98%;100%;;100%
7622202028335;100%;100%;100%;100%;;100%
7622202029271;100%;100%;100%;100%;100%;100%
7622202030444;;100%;100%;100%;;100%
7622202046124;;100%;100%;100%;;100%
7622202046926;;100%;100%;100%;;100%
7622210021502;;;95%;95%;;95%
7622210058164;100%;100%;100%;100%;;100%
7622210091161;100%;100%;100%;100%;100%;100%
7622210100917;100%;100%;100%;100%;100%;100%
7622210117762;;;100%;100%;;100%
7622210122216;;;100%;100%;;100%
7622210137258;;;100%;100%;;100%
7622210148889;100%;100%;100%;100%;100%;100%
7622210148919;100%;100%;100%;100%;100%;100%
7622210200402;;;100%;100%;;100%
7622210203960;0%;0%;0%;0%;;0%
7622210270078;100%;100%;100%;100%;100%;100%
7622210291943;;100%;100%;100%;;100%
7622210306111;;100%;100%;100%;;100%
7622210306135;;100%;100%;100%;;100%
7622210311368;;100%;100%;100%;;100%
7622210316189;;100%;100%;100%;;100%
7622210316882;;100%;100%;100%;;100%
7622210317582;;100%;100%;100%;;100%
7622210341440;;100%;100%;100%;;100%
7622210388100;100%;100%;100%;100%;;100%
7622210389619;100%;100%;100%;100%;;100%
7622210396334;100%;100%;100%;100%;100%;100%
7622210400574;45%;65%;75%;45%;0%;0%
7622210402257;100%;100%;100%;100%;;100%
7622210416681;100%;97%;97%;100%;100%;100%
7622210416704;94%;97%;97%;94%;100%;100%
7622210416728;100%;100%;100%;100%;100%;100%
7622210420213;100%;100%;100%;100%;100%;100%
7622210421968;100%;100%;100%;100%;;100%
7622210421999;100%;91%;70%;100%;;100%
7622210422026;100%;100%;98%;100%;100%;100%
7622210422163;100%;100%;100%;100%;100%;100%
7622210424976;100%;100%;100%;100%;;100%
7622210430670;;100%;100%;100%;;100%
7622210430830;100%;100%;100%;100%;100%;100%
7622210438270;100%;100%;87%;100%;100%;100%
7622210438294;63%;81%;87%;63%;100%;100%
7622210439970;100%;100%;100%;100%;100%;100%
7622210439994;100%;100%;58%;100%;100%;100%
7622210444127;100%;100%;100%;100%;100%;100%
7622210444141;100%;100%;86%;100%;100%;100%
7622210449276;100%;100%;94%;100%;100%;100%
7622210449283;100%;100%;100%;100%;;100%
7622210449313;100%;100%;100%;100%;;100%
7622210449450;;100%;100%;100%;;100%
7622210449924;100%;100%;100%;100%;;100%
7622210449931;100%;100%;98%;100%;100%;100%
7622210449979;100%;100%;100%;100%;;100%
7622210450029;100%;100%;100%;100%;;100%
7622210450098;100%;100%;100%;100%;;100%
7622210464637;0%;0%;0%;0%;0%;0%
7622210476104;100%;100%;100%;100%;100%;100%
7622210476241;100%;100%;100%;100%;100%;100%
7622210476296;98%;99%;99%;98%;100%;100%
7622210477439;;;100%;100%;;100%
7622210579614;0%;0%;0%;0%;;0%
7622210584342;;100%;100%;100%;;100%
7622210590701;100%;96%;98%;100%;;100%
7622210600233;0%;0%;0%;0%;;0%
7622210600257;0%;0%;0%;0%;0%;0%
7622210601988;100%;100%;100%;100%;100%;100%
7622210602015;100%;100%;100%;100%;100%;100%
7622210602053;100%;100%;100%;100%;100%;100%
7622210604187;100%;100%;100%;100%;100%;100%
7622210604514;;;100%;100%;;100%
7622210615572;0%;5%;9%;0%;0%;0%
7622210616029;;100%;100%;100%;;100%
7622210616036;;100%;100%;100%;;100%
