CODE_FOURNISSEUR;NO_COMMANDE_FOURNISSEUR;CODE_RAYON;CLASSE_STOCKAGE;SITUATION_COMMANDE;DATE_COMMANDE;DATE_LIVRAISON;CDBASE;EAN;LIBELLÉ_ARTICLE;QUANTITE_CONFIRMEE;QUANTITE_COMMANDEE;Commande_Origine;Code_Famille;Libelle_Famille;Libelle_Rayon;Mod_pas_cde;Passage_Prolog;IFLS;DATE_RECEPTION;NUM_COMMANDE_EXTERNE;DATE_CREATION
509;1605114;1;1060;41;10/05/2025;12/05/2025;2425823;3041090026829;2X200G BLEDINER SEM VAN/FL ORA;0;12;1604147;150;PRODUITS POUR ENFANTS;EPICERIE;P;0;381909;13/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;3748788;3560070350889;37CL CHATAIGNE BIO POELEE CRF;0;42;1604147;130;CONSERVES DE LEGUMES;EPICERIE;P;0;705681;13/05/2025;;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;3749012;3560070339495;180G SACHET OURSON CRF CLASSIC;16;16;1605301;45;CONFISERIE;EPICERIE;P;0;750371;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3749012;3560070339495;180G SACHET OURSON CRF CLASSIC;0;0;1605301;45;CONFISERIE;EPICERIE;P;1;750371;15/05/2025;;15/05/2025 17:24:22
691;1606042;17;1070;39;15/05/2025;17/05/2025;3749369;3095750507012;160G 4 TRC BLANC POULET HALAL;30;30;1606042;850;CHARCUTERIE LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;1;325005;17/05/2025;SF140525;15/05/2025 17:24:22
509;1606303;1;1060;41;14/05/2025;15/05/2025;3749786;3560070340408;1L HUILE DE COLZA SIMPL;308;308;1605298;105;HUILES;EPICERIE;P;0;489778;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3749786;3560070340408;1L HUILE DE COLZA SIMPL;0;0;1605301;105;HUILES;EPICERIE;P;1;489778;15/05/2025;;15/05/2025 17:24:22
557;1606030;13;1080;39;15/05/2025;17/05/2025;3707989;3245414671133;6X125G CHEESEBURGER SIMPL;0;0;1606030;750;SURGELES;SURGELES / GLACES;P;1;631688;17/05/2025;VP022058;15/05/2025 17:24:22
557;1605310;13;1080;39;14/05/2025;16/05/2025;3707989;3245414671133;6X125G CHEESEBURGER SIMPL;0;0;1605310;750;SURGELES;SURGELES / GLACES;P;1;631688;16/05/2025;SF130525;15/05/2025 17:24:22
557;1606030;13;1080;39;15/05/2025;17/05/2025;3708012;3245414671386;12ESCARG LUCOR BELGROS  SIMPL;0;0;1606030;750;SURGELES;SURGELES / GLACES;P;1;864781;17/05/2025;VP022058;15/05/2025 17:24:22
557;1605310;13;1080;39;14/05/2025;16/05/2025;3708012;3245414671386;12ESCARG LUCOR BELGROS  SIMPL;0;0;1605310;750;SURGELES;SURGELES / GLACES;P;1;864781;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606573;17;1070;41;14/05/2025;16/05/2025;1926031;3245411254544;2X130G TARTE POIREAUX CRF EXTR;16;16;1605320;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;0;178418;16/05/2025;;15/05/2025 17:24:22
691;1605320;17;1070;39;14/05/2025;16/05/2025;1926031;3245411254544;2X130G TARTE POIREAUX CRF EXTR;0;0;1605320;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;1;178418;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606573;17;1070;41;14/05/2025;16/05/2025;1926041;3245411254599;2X130G TARTE FROMAGE CRF;20;20;1605320;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;0;410470;16/05/2025;;15/05/2025 17:24:22
691;1605320;17;1070;39;14/05/2025;16/05/2025;1926041;3245411254599;2X130G TARTE FROMAGE CRF;0;0;1605320;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;1;410470;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606042;17;1070;39;15/05/2025;17/05/2025;1926047;3245411254650;2X130G QUICHE LORRAINE CRF;12;12;1606042;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;1;598416;17/05/2025;SF140525;15/05/2025 17:24:22
522;1606027;4;1060;39;15/05/2025;17/05/2025;1350256;3256630036750;EAU DE REPASSAGE LAVANDE 5L;0;0;1606027;353;CARBURANTS - DILUANTS;BAZAR;P;1;156198;17/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;1358001;3033710064427;4X100G PT GOURMD VANILLE 6M;0;0;1606021;150;PRODUITS POUR ENFANTS;EPICERIE;P;1;768845;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;1358001;3033710064427;4X100G PT GOURMD VANILLE 6M;0;0;1605301;150;PRODUITS POUR ENFANTS;EPICERIE;P;1;768845;15/05/2025;;15/05/2025 17:24:22
794;1605861;3;1060;41;13/05/2025;15/05/2025;313414;3054080011569;150ML GEL INV FX T FIXANT STUD;6;6;1604682;280;SOINS ET BEAUTE DE CHEVELURE;D.P.H.;P;0;900155;15/05/2025;;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;3679776;3560070320868;7X35G ROCHER LAIT CRF EXTRA;54;54;1606060;45;CONFISERIE;EPICERIE;P;1;451524;17/05/2025;VP021069;15/05/2025 17:24:22
509;1606018;1;1064;39;15/05/2025;16/05/2025;3680407;3560070323067;4/4 HARICOT VERT XF CRF CLASSI;576;576;1606018;130;CONSERVES DE LEGUMES;EPICERIE;P;1;015411;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;3680467;3560070323036;1/2 HARICOT VERT XF CRF CLASSI;0;48;1604645;130;CONSERVES DE LEGUMES;EPICERIE;P;0;813127;14/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3680467;3560070323036;1/2 HARICOT VERT XF CRF CLASSI;36;36;1606021;130;CONSERVES DE LEGUMES;EPICERIE;P;1;813127;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;3680467;3560070323036;1/2 HARICOT VERT XF CRF CLASSI;36;36;1605301;130;CONSERVES DE LEGUMES;EPICERIE;P;0;813127;15/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;3680467;3560070323036;1/2 HARICOT VERT XF CRF CLASSI;0;36;1604147;130;CONSERVES DE LEGUMES;EPICERIE;P;0;813127;13/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3680467;3560070323036;1/2 HARICOT VERT XF CRF CLASSI;0;0;1605301;130;CONSERVES DE LEGUMES;EPICERIE;P;1;813127;15/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;3680524;3560070330201;1/2 FLAGE VRT XTRA FIN CRF CLA;0;36;1604147;130;CONSERVES DE LEGUMES;EPICERIE;P;0;656430;13/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;3681595;3245414620087;710G COMPO POM/POIRE SSA CRF;12;12;1605301;120;CONFITURES;EPICERIE;P;0;939489;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3681595;3245414620087;710G COMPO POM/POIRE SSA CRF;36;36;1606021;120;CONFITURES;EPICERIE;P;1;939489;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3681595;3245414620087;710G COMPO POM/POIRE SSA CRF;0;0;1605301;120;CONFITURES;EPICERIE;P;1;939489;15/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;3681607;3245414620131;710G COMPO POMME SSA CRF;36;36;1605301;120;CONFITURES;EPICERIE;P;0;939491;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3681607;3245414620131;710G COMPO POMME SSA CRF;72;72;1606021;120;CONFITURES;EPICERIE;P;1;939491;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3681607;3245414620131;710G COMPO POMME SSA CRF;0;0;1605301;120;CONFITURES;EPICERIE;P;1;939491;15/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;3681614;3245414620148;710G COMPO POM VANILL SSA CRF;48;48;1605301;120;CONFITURES;EPICERIE;P;0;939478;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3681614;3245414620148;710G COMPO POM VANILL SSA CRF;24;24;1606021;120;CONFITURES;EPICERIE;P;1;939478;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3681614;3245414620148;710G COMPO POM VANILL SSA CRF;0;0;1605301;120;CONFITURES;EPICERIE;P;1;939478;15/05/2025;;15/05/2025 17:24:22
522;1604989;2;1060;41;12/05/2025;14/05/2025;4497476;3272460122364;6X25CL BIERE BIO JADE;8;8;1604153;240;BIERES ET CIDRES;LIQUIDES;P;0;793559;13/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;4497476;3272460122364;6X25CL BIERE BIO JADE;4;4;1605307;240;BIERES ET CIDRES;LIQUIDES;P;0;793559;16/05/2025;;15/05/2025 17:24:22
522;1604451;2;1060;41;03/05/2025;13/05/2025;4497476;3272460122364;6X25CL BIERE BIO JADE;0;4;1603382;240;BIERES ET CIDRES;LIQUIDES;P;0;793559;13/05/2025;;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;4497476;3272460122364;6X25CL BIERE BIO JADE;4;4;1604651;240;BIERES ET CIDRES;LIQUIDES;P;0;793559;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;609758;3038354199603;200G SCE PESTO VERT PANZANI;48;48;1606021;90;SAUCES ET CONDIMENTS;EPICERIE;P;1;141645;16/05/2025;VP021074;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;610332;3229820116716;750G MUESLI VITAMINE BIO BJORG;12;12;1604682;155;PRODUITS DIETETIQUES;EPICERIE;P;0;261881;15/05/2025;;15/05/2025 17:24:22
509;1605127;3;1060;39;13/05/2025;23/05/2025;3649404;3560070316991;X15 MOUCHOIR MINI CRF SOFT;1200;1200;0;300;HYGIENE;D.P.H.;P;0;974167;23/05/2025;VP022062;15/05/2025 17:24:22
509;1606021;3;1060;39;15/05/2025;16/05/2025;3649404;3560070316991;X15 MOUCHOIR MINI CRF SOFT;125;125;1606021;300;HYGIENE;D.P.H.;P;1;974167;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606310;3;1060;41;14/05/2025;15/05/2025;3649404;3560070316991;X15 MOUCHOIR MINI CRF SOFT;25;25;1605301;300;HYGIENE;D.P.H.;P;0;974167;15/05/2025;;15/05/2025 17:24:22
509;1605114;3;1060;41;10/05/2025;12/05/2025;3649404;3560070316991;X15 MOUCHOIR MINI CRF SOFT;0;50;1604147;300;HYGIENE;D.P.H.;P;0;974167;13/05/2025;;15/05/2025 17:24:22
509;1605301;3;1060;39;14/05/2025;15/05/2025;3649404;3560070316991;X15 MOUCHOIR MINI CRF SOFT;0;0;1605301;300;HYGIENE;D.P.H.;P;1;974167;15/05/2025;;15/05/2025 17:24:22
509;1606303;3;1060;41;14/05/2025;15/05/2025;3649453;3560070317028;24X9 MINI MOUCHOIR 4P CRF SOFT;180;180;1605298;300;HYGIENE;D.P.H.;P;0;940103;15/05/2025;;15/05/2025 17:24:22
691;1606039;9;1070;39;15/05/2025;19/05/2025;4134066;3700009241837;6X45G VERRINE AVOCAT CREVETTE;2;2;1606039;674;TRAITEUR COUPE SERVICE;CHARCUTERIE COUPE / TRAITEUR;P;1;926021;19/05/2025;SF140525;15/05/2025 17:24:22
691;1605321;9;1070;39;14/05/2025;17/05/2025;4134066;3700009241837;6X45G VERRINE AVOCAT CREVETTE;2;2;1605321;674;TRAITEUR COUPE SERVICE;CHARCUTERIE COUPE / TRAITEUR;P;1;926021;17/05/2025;SF130525;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;2994963;3760021251184;PET 1L EAU MINERALE ST ANTONIN;54;54;1605307;235;EAUX;LIQUIDES;P;0;608572;16/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;2994963;3760021251184;PET 1L EAU MINERALE ST ANTONIN;54;54;1606027;235;EAUX;LIQUIDES;P;1;608572;17/05/2025;VP021074;15/05/2025 17:24:22
522;1604989;2;1060;41;12/05/2025;14/05/2025;2994963;3760021251184;PET 1L EAU MINERALE ST ANTONIN;48;48;1604153;235;EAUX;LIQUIDES;P;0;608572;13/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;2995592;3017760589895;225G MINI ROLLOS AU LAIT X6 LU;32;32;1606021;10;BISCUITS SUCRES;EPICERIE;P;1;610797;16/05/2025;VP021074;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;2143539;3124480151490;PET 4X50CL INDIAN TONIC SCHWEP;6;6;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;803619;16/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;2143539;3124480151490;PET 4X50CL INDIAN TONIC SCHWEP;6;6;1606027;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;1;803619;17/05/2025;VP021074;15/05/2025 17:24:22
522;1604989;2;1060;41;12/05/2025;14/05/2025;2143539;3124480151490;PET 4X50CL INDIAN TONIC SCHWEP;6;6;1604153;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;803619;13/05/2025;;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;2143539;3124480151490;PET 4X50CL INDIAN TONIC SCHWEP;6;6;1604651;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;803619;15/05/2025;;15/05/2025 17:24:22
509;1600230;1;1060;39;03/05/2025;16/05/2025;2143736;8076809523547;200G SCE PESTO ROSSO;2160;2160;0;90;SAUCES ET CONDIMENTS;EPICERIE;P;0;143620;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3307215;3245413808196;190G PESTO VERDE CRF CLASSIC;96;96;1606021;90;SAUCES ET CONDIMENTS;EPICERIE;P;1;295229;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;3307215;3245413808196;190G PESTO VERDE CRF CLASSIC;72;72;1605301;90;SAUCES ET CONDIMENTS;EPICERIE;P;0;295229;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3307215;3245413808196;190G PESTO VERDE CRF CLASSIC;0;0;1605301;90;SAUCES ET CONDIMENTS;EPICERIE;P;1;295229;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3307972;3245413812216;500G SPECULOOS CRF ORIGIN;15;15;1606021;10;BISCUITS SUCRES;EPICERIE;P;1;361249;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;3307972;3245413812216;500G SPECULOOS CRF ORIGIN;0;60;1604147;10;BISCUITS SUCRES;EPICERIE;P;0;361249;13/05/2025;;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;3308365;3245413812254;8X100G LIEGEOI CHOC/CAF CRF CL;24;24;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;045464;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606042;15;1070;39;15/05/2025;17/05/2025;3308370;3245413812292;4X100G LIEGEOIS CHOCO  CRF CLA;36;36;1606042;826;DESSERTS;ULTRA-FRAIS;P;1;045467;17/05/2025;SF140525;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;3308511;3057640380778;PET 6X50CL VOLVIC CITRON;8;8;1606027;235;EAUX;LIQUIDES;P;1;047187;17/05/2025;VP021074;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;3308511;3057640380778;PET 6X50CL VOLVIC CITRON;28;28;1604651;235;EAUX;LIQUIDES;P;0;047187;15/05/2025;;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;3308511;3057640380778;PET 6X50CL VOLVIC CITRON;20;20;1605307;235;EAUX;LIQUIDES;P;0;047187;16/05/2025;;15/05/2025 17:24:22
522;1604272;2;1060;41;28/04/2025;12/05/2025;3308511;3057640380778;PET 6X50CL VOLVIC CITRON;0;12;1602120;235;EAUX;LIQUIDES;P;0;047187;13/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;21005;3033710074624;200G NESCAFE SPEC FILTRE DECA;18;18;1606021;20;CAFES SOLUBLES ET CHICOREE;EPICERIE;P;1;J82307;16/05/2025;VP021074;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;21196;3038353911909;1/2 QUENEL BROCHET SCE NANTUA;36;36;1606060;145;PLATS CUISINES;EPICERIE;P;1;245074;17/05/2025;VP021069;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;21198;3038353912203;1/2 QUENEL VEAU/FINANC PTJEAN;24;24;1604682;145;PLATS CUISINES;EPICERIE;P;0;046609;15/05/2025;;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;21225;3103220006603;200G STARMINT HARIBO;30;30;1604682;45;CONFISERIE;EPICERIE;P;0;076357;15/05/2025;;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;21238;3017760038584;2X120G 18 BARQUETTE FRAISE LU;30;30;1605301;10;BISCUITS SUCRES;EPICERIE;P;0;028609;15/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;21238;3017760038584;2X120G 18 BARQUETTE FRAISE LU;0;30;1604147;10;BISCUITS SUCRES;EPICERIE;P;0;028609;13/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;21238;3017760038584;2X120G 18 BARQUETTE FRAISE LU;0;0;1605301;10;BISCUITS SUCRES;EPICERIE;P;1;028609;15/05/2025;;15/05/2025 17:24:22
509;1606021;3;1060;39;15/05/2025;16/05/2025;21243;3215776103207;2 BLOC CUVET EAU BLEU HARPIC;48;48;1606021;320;PRODUITS D'ENTRETIEN & DIVERS;D.P.H.;P;1;515682;16/05/2025;VP021074;15/05/2025 17:24:22
691;1606042;14;1070;39;15/05/2025;17/05/2025;610409;3123930710737;3X70G EMMENTAL RAPE ENTREMONT;72;72;1606042;795;FROMAGE LIBRE-SERVICE;CREMERIE FROMAGE LS;P;1;423844;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606042;16;1070;39;15/05/2025;17/05/2025;2409174;3230890014000;1KG CORDON BLEU PLT S/AT M COQ;8;8;1606042;843;ELABORES CUITS ET CRUS LS;VOLAILLES-GIBIERS L.S.;P;1;452927;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;16;1070;39;14/05/2025;16/05/2025;2409174;3230890014000;1KG CORDON BLEU PLT S/AT M COQ;100;100;1605320;843;ELABORES CUITS ET CRUS LS;VOLAILLES-GIBIERS L.S.;P;1;452927;16/05/2025;SF130525;15/05/2025 17:24:22
691;1605323;19;1060;39;14/05/2025;17/05/2025;2715865;3178530402728;300G MADELEINES TRAD B MAMAN;16;16;1605323;812;PATISSERIE INDUSTRIELLE;PAIN PATISSERIE INDUST.;P;1;241875;17/05/2025;SF130525;15/05/2025 17:24:22
794;1605861;3;1060;41;13/05/2025;15/05/2025;2715975;3181730117767;200ML MAR PX SENSIBLE WILLIAMS;6;6;1604682;287;RASAGE;D.P.H.;P;0;474413;15/05/2025;;15/05/2025 17:24:22
794;1606060;3;1060;39;15/05/2025;17/05/2025;2715975;3181730117767;200ML MAR PX SENSIBLE WILLIAMS;6;6;1606060;287;RASAGE;D.P.H.;P;1;474413;17/05/2025;VP021069;15/05/2025 17:24:22
794;1605094;3;1060;41;28/04/2025;14/05/2025;2716168;3181730117965;200ML GAR PX SENSIBLE WILLIAMS;0;6;1604185;287;RASAGE;D.P.H.;P;0;481153;14/05/2025;;15/05/2025 17:24:22
794;1605861;3;1060;41;13/05/2025;15/05/2025;2716168;3181730117965;200ML GAR PX SENSIBLE WILLIAMS;12;12;1604682;287;RASAGE;D.P.H.;P;0;481153;15/05/2025;;15/05/2025 17:24:22
794;1606060;3;1060;39;15/05/2025;17/05/2025;2716168;3181730117965;200ML GAR PX SENSIBLE WILLIAMS;6;6;1606060;287;RASAGE;D.P.H.;P;1;481153;17/05/2025;VP021069;15/05/2025 17:24:22
691;1606042;6;1071;39;15/05/2025;17/05/2025;3618003;3245414491915;350G HACHE BOLOGNAIS 20 MG CRF;20;20;1606042;627;BOUCHERIE VIANDES HACHEES LS;BOUCHERIE;P;1;577273;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;6;1071;39;14/05/2025;16/05/2025;3618003;3245414491915;350G HACHE BOLOGNAIS 20 MG CRF;20;20;1605320;627;BOUCHERIE VIANDES HACHEES LS;BOUCHERIE;P;1;577273;16/05/2025;SF130525;15/05/2025 17:24:22
691;1606044;19;1060;39;15/05/2025;17/05/2025;4013755;3560070449675;500G PDM SSCROUT COMP CRF CLAS;56;56;1606044;810;PAINS INDUSTRIELS;PAIN PATISSERIE INDUST.;P;1;369280;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;19;1060;41;14/05/2025;16/05/2025;4013755;3560070449675;500G PDM SSCROUT COMP CRF CLAS;136;136;1605320;810;PAINS INDUSTRIELS;PAIN PATISSERIE INDUST.;P;0;369280;16/05/2025;;15/05/2025 17:24:22
691;1605322;19;1060;39;14/05/2025;16/05/2025;4013755;3560070449675;500G PDM SSCROUT COMP CRF CLAS;0;0;1605322;810;PAINS INDUSTRIELS;PAIN PATISSERIE INDUST.;P;1;369280;16/05/2025;SF130525;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;2611345;3245412563034;510G KIT BURRITO CRF SENSATION;20;20;1606060;166;ETHNIQUE;EPICERIE;P;1;113246;17/05/2025;VP021069;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;2611364;3245412563256;320G TORT BLE WRAP X8 CRF SENS;28;28;1604682;166;ETHNIQUE;EPICERIE;P;0;113258;15/05/2025;;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;2611365;3245412563331;430G SAUCE FAJITA CRF SENSATIO;24;24;1604682;166;ETHNIQUE;EPICERIE;P;0;113260;15/05/2025;;15/05/2025 17:24:22
509;1605114;14;1060;41;10/05/2025;12/05/2025;2047776;3533631606008;6X50CL GRANDLAIT 1/2ECREME;0;4;1604147;790;LAIT;CREMERIE FROMAGE LS;P;0;677093;13/05/2025;;15/05/2025 17:24:22
794;1600242;1;1060;39;03/05/2025;20/05/2025;1795398;4002359636554;400G SCE AIGRE DOUCE SUZI WAN;18;0;0;166;ETHNIQUE;EPICERIE;P;0;198804;20/05/2025;VP021069;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;3758742;8076809537711;500G TROFIE BARILLA;0;312;1604645;75;PATES ALIMENTAIRES;EPICERIE;P;0;361265;14/05/2025;;15/05/2025 17:24:22
509;1600228;1;1060;39;03/05/2025;20/05/2025;3758742;8076809537711;500G TROFIE BARILLA;72;0;0;75;PATES ALIMENTAIRES;EPICERIE;P;0;361265;20/05/2025;VP021074;15/05/2025 17:24:22
28572;1604137;1;1060;39;12/05/2025;16/05/2025;3759408;3166291522205;30G CUISINEZ A L'ITALIENNE DUC;60;60;;95;SELS, POIVRES ET EPICES;EPICERIE;B;0;00000000;16/05/2025;;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;21271;3038353910803;1/2 QUENEL VOLAIL NAT PTJEAN;36;36;1604682;145;PLATS CUISINES;EPICERIE;P;0;245574;15/05/2025;;15/05/2025 17:24:22
794;1606060;3;1060;39;15/05/2025;17/05/2025;21457;3017561550025;250ML EDC LAVANDE BIEN ETRE L';12;12;1606060;288;DEO EDT ET EDC;D.P.H.;P;1;305014;17/05/2025;VP021069;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;31497;3175681660304;ET 162G X6 PATE FRUIT GERBLE;32;32;1606060;155;PRODUITS DIETETIQUES;EPICERIE;P;1;672526;17/05/2025;VP021069;15/05/2025 17:24:22
691;1606042;15;1071;39;15/05/2025;17/05/2025;2791007;3245412897993;16X125G YRT FTS MIXES CRF CLAS;273;273;1606042;825;YAOURTS;ULTRA-FRAIS;P;1;088766;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;15;1071;39;14/05/2025;16/05/2025;2791007;3245412897993;16X125G YRT FTS MIXES CRF CLAS;273;273;1605320;825;YAOURTS;ULTRA-FRAIS;P;1;088766;16/05/2025;SF130525;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;2794012;3245412901454;125G NX CAJOU GRIL SS CRF CLAS;72;72;1605301;100;TOUT POUR L'APERITIF;EPICERIE;P;0;417408;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;2794012;3245412901454;125G NX CAJOU GRIL SS CRF CLAS;72;72;1606021;100;TOUT POUR L'APERITIF;EPICERIE;P;1;417408;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;2794012;3245412901454;125G NX CAJOU GRIL SS CRF CLAS;0;72;1604147;100;TOUT POUR L'APERITIF;EPICERIE;P;0;417408;13/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;2794012;3245412901454;125G NX CAJOU GRIL SS CRF CLAS;0;0;1605301;100;TOUT POUR L'APERITIF;EPICERIE;P;1;417408;15/05/2025;;15/05/2025 17:24:22
691;1606042;14;1070;39;15/05/2025;17/05/2025;1360304;3451790852497;3X20CL UHT SE SI LEG 4  E V;40;40;1606042;791;CREME UHT;CREMERIE FROMAGE LS;P;1;126483;17/05/2025;SF140525;15/05/2025 17:24:22
509;1606445;1;1064;41;14/05/2025;15/05/2025;1360669;8076809517706;336G SNACK NOISETTESX6 MUL BIA;60;60;1605301;10;BISCUITS SUCRES;EPICERIE;P;0;814833;15/05/2025;;15/05/2025 17:24:22
509;1606018;1;1064;39;15/05/2025;16/05/2025;1360669;8076809517706;336G SNACK NOISETTESX6 MUL BIA;120;120;1606018;10;BISCUITS SUCRES;EPICERIE;P;1;814833;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1064;41;10/05/2025;12/05/2025;1360669;8076809517706;336G SNACK NOISETTESX6 MUL BIA;0;48;1604147;10;BISCUITS SUCRES;EPICERIE;P;0;814833;13/05/2025;;15/05/2025 17:24:22
691;1604167;10;1070;39;12/05/2025;16/05/2025;2717533;3370010000688;200G CANCOILLOTTE AIL ROSE;12;12;1604167;692;FROMAGE COUPE UVCI;FROMAGE COUPE;P;1;189129;16/05/2025;SF120525;15/05/2025 17:24:22
