N° Rayon;Libellé Rayon;N° Famille;Libellé Famille;N° Sous-Famille;Libellé Sous-Famille;Facteur;Date suppression
19;PARAPHARMACIE;1984;SOINS MISE EN BEAUTE  ATELIERS;19842;MAQUILLAGE;100%;
19;PARAPHARMACIE;1984;SOINS MISE EN BEAUTE  ATELIERS;19843;REGARD CILS BROW BAR;100%;
19;PARAPHARMACIE;1984;SOINS MISE EN BEAUTE  ATELIERS;19844;SOLAIRE;100%;
19;PARAPHARMACIE;1984;SOINS MISE EN BEAUTE  ATELIERS;19845;MARIAGE;100%;
19;PARAPHARMACIE;1984;SOINS MISE EN BEAUTE  ATELIERS;19846;TATOUAGE NON PERMANENT;100%;
19;PARAPHARMACIE;1984;SOINS MISE EN BEAUTE  ATELIERS;19847;ATELIERS ET ANIMATIONS;100%;
19;PARAPHARMACIE;1984;SOINS MISE EN BEAUTE  ATELIERS;19849;AUTRES SOINS MISE EN BEAUTE AT;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19850;SOINS VISAGE RETAIL;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19851;SOINS CORPS RETAIL;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19852;SOINS BAIN HYGIENE RETAIL;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19853;MAQUILLAGE RETAIL;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19854;SOLAIRE RETAIL;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19855;PARFUMS RETAIL;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19856;CAPILLAIRE RETAIL;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19857;ACCESSOIRES ET VOYAGE RETAIL;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19858;CADEAUX;100%;
19;PARAPHARMACIE;1985;PRODUITS RETAIL FEMME INSTITUT;19859;AUTRES RETAIL FEMME INSTITUT;100%;
19;PARAPHARMACIE;1986;PDTS RETAIL HOMME ENFANT ADO M;19860;HOMME RETAIL;100%;
19;PARAPHARMACIE;1986;PDTS RETAIL HOMME ENFANT ADO M;19861;ENFANT-ADO RETAIL;100%;
19;PARAPHARMACIE;1986;PDTS RETAIL HOMME ENFANT ADO M;19862;COMPLEMENT ALIMENTAIRE RETAIL;100%;
19;PARAPHARMACIE;1986;PDTS RETAIL HOMME ENFANT ADO M;19863;ALIMENTATION RETAIL;100%;
19;PARAPHARMACIE;1986;PDTS RETAIL HOMME ENFANT ADO M;19864;DIETETIQUE RETAIL;100%;
19;PARAPHARMACIE;1986;PDTS RETAIL HOMME ENFANT ADO M;19865;AROMATHERAPIE LUMINOTHERAPIE R;100%;
19;PARAPHARMACIE;1986;PDTS RETAIL HOMME ENFANT ADO M;19866;MAISON DECO RETAIL;100%;
19;PARAPHARMACIE;1986;PDTS RETAIL HOMME ENFANT ADO M;19869;AUTRES RETAIL HOMME ENFANT-ADO;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19870;CONSO ET MATERIEL EPILATION;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19871;CONSO ET MATERIEL SOINS VISAGE;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19872;CONSO ET MATERIEL SOINS CORPS;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19873;CONSO ET MATERIEL SOINS MAINS;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19874;CONSO ET MATERIEL HYGIENE;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19875;LINGE TENUES ET USAGE UNIQUE;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19876;CONSO ET MATERIEL MAQUILLAGE;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19877;CONSO ET MATERIEL AMBIANCE CAB;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19878;APPAREILS ET PETITS MOBILIERS;100%;
19;PARAPHARMACIE;1987;MATERIELS ET CONSOMMABLES INST;19879;AUTRES MATERIELS ET CONSOMMABL;100%;
19;PARAPHARMACIE;1988;ECONOMAT, PUBLICITE, ALIMENTAI;19880;SACS DE CAISSE;100%;
19;PARAPHARMACIE;1988;ECONOMAT, PUBLICITE, ALIMENTAI;19881;EMBALLAGE ET COFFRETS CADEAUX;100%;
19;PARAPHARMACIE;1988;ECONOMAT, PUBLICITE, ALIMENTAI;19882;GOODIES;100%;
19;PARAPHARMACIE;1988;ECONOMAT, PUBLICITE, ALIMENTAI;19883;CARTES DE VISITE CARTES CADEAU;100%;
19;PARAPHARMACIE;1988;ECONOMAT, PUBLICITE, ALIMENTAI;19884;BOISSONS ET ALIMENTS APRES SOI;100%;
19;PARAPHARMACIE;1988;ECONOMAT, PUBLICITE, ALIMENTAI;19885;SUPPORTS PARCOURS CLIENT  PLV;100%;
19;PARAPHARMACIE;1988;ECONOMAT, PUBLICITE, ALIMENTAI;19886;FOURNITURES;100%;
19;PARAPHARMACIE;1988;ECONOMAT, PUBLICITE, ALIMENTAI;19887;ECHANTILLONS UG;100%;
19;PARAPHARMACIE;1988;ECONOMAT, PUBLICITE, ALIMENTAI;19889;AUTRES ECONOMAT  PUBLICITE;100%;
19;PARAPHARMACIE;1990;DIVERS;19900;PARAPHARMACIE VETERINAIRE;100%;
19;PARAPHARMACIE;1990;DIVERS;19901;SACS DE CAISSE;100%;
19;PARAPHARMACIE;1998;CAISSE RAYON 19;19989;CAISSE RAYON 19;100%;
19;PARAPHARMACIE;1999;REMBOURSEMENT PARAPHARMACIE;19990;REMBOURSEMENTS PARAPHARMACIE;100%;
20;CHARCUT.TRAITEUR;2000;JAMBON CUIT;20000;JAMBON CUIT SUPERIEUR AC;100%;
20;CHARCUT.TRAITEUR;2000;JAMBON CUIT;20001;JAMBON CUIT SUPERIEUR DD;100%;
20;CHARCUT.TRAITEUR;2000;JAMBON CUIT;20002;JAMBON BLANC, JBON DE VOLAILLE;100%;
20;CHARCUT.TRAITEUR;2000;JAMBON CUIT;20003;SPECIALITE DE JAMBON;100%;
20;CHARCUT.TRAITEUR;2000;JAMBON CUIT;20004;JAMBON BIO, SANTE;100%;
20;CHARCUT.TRAITEUR;2001;SALAISON,SAUCISSON CUITS;20010;ANDOUILLE;100%;
20;CHARCUT.TRAITEUR;2001;SALAISON,SAUCISSON CUITS;20011;SAUCISSONS CUITS;100%;
20;CHARCUT.TRAITEUR;2001;SALAISON,SAUCISSON CUITS;20012;GALANTINE ET BALLOTINE;100%;
20;CHARCUT.TRAITEUR;2001;SALAISON,SAUCISSON CUITS;20013;MORTADELLE;100%;
20;CHARCUT.TRAITEUR;2001;SALAISON,SAUCISSON CUITS;20014;SAUCISSONS SAUCISSES SECS;100%;
20;CHARCUT.TRAITEUR;2001;SALAISON,SAUCISSON CUITS;20015;SAUCISSE CUITE ET ROULADE;100%;
20;CHARCUT.TRAITEUR;2001;SALAISON,SAUCISSON CUITS;20016;SAUCISSON SAUCISSE VOLAIL;100%;
20;CHARCUT.TRAITEUR;2001;SALAISON,SAUCISSON CUITS;20017;CHARCUTERIE DE VOLAILLE;100%;
20;CHARCUT.TRAITEUR;2002;VIANDE,JAMBON: SECS, CRUS;20020;SALAMI;100%;
20;CHARCUT.TRAITEUR;2002;VIANDE,JAMBON: SECS, CRUS;20021;VIANDE CRUE;100%;
20;CHARCUT.TRAITEUR;2002;VIANDE,JAMBON: SECS, CRUS;20022;JAMBON SEC BAYONNE;100%;
20;CHARCUT.TRAITEUR;2002;VIANDE,JAMBON: SECS, CRUS;20023;JAMBON SEC ITALIEN;100%;
20;CHARCUT.TRAITEUR;2002;VIANDE,JAMBON: SECS, CRUS;20024;JAMBON SEC ESPAGNOL;100%;
20;CHARCUT.TRAITEUR;2002;VIANDE,JAMBON: SECS, CRUS;20025;AUTRES JAMBONS SECS;100%;
20;CHARCUT.TRAITEUR;2002;VIANDE,JAMBON: SECS, CRUS;20026;JAMBON SEC DES REGIONS;100%;
20;CHARCUT.TRAITEUR;2002;VIANDE,JAMBON: SECS, CRUS;20027;CRUS SECS BIO, SANTE;100%;
20;CHARCUT.TRAITEUR;2003;PATES;20030;RILLETTES;100%;
20;CHARCUT.TRAITEUR;2003;PATES;20031;MOUSSES;100%;
20;CHARCUT.TRAITEUR;2003;PATES;20032;PATES;100%;
20;CHARCUT.TRAITEUR;2003;PATES;20033;PATE DE TETE;100%;
20;CHARCUT.TRAITEUR;2003;PATES;20034;TERRINES;100%;
20;CHARCUT.TRAITEUR;2003;PATES;20035;TERRINES GIBIER;100%;
20;CHARCUT.TRAITEUR;2003;PATES;20036;PATE DE VOLAILLE;100%;
20;CHARCUT.TRAITEUR;2003;PATES;20037;PATE BIO, SANTE;100%;
20;CHARCUT.TRAITEUR;2004;CHARCUTERIE A CUIRE;20040;SAUCISSON A CUIRE;100%;
20;CHARCUT.TRAITEUR;2004;CHARCUTERIE A CUIRE;20041;SAUCISSE A CUIRE;100%;
20;CHARCUT.TRAITEUR;2004;CHARCUTERIE A CUIRE;20042;BOUDIN BLANC;100%;
20;CHARCUT.TRAITEUR;2004;CHARCUTERIE A CUIRE;20043;BOUDIN A CUIRE;100%;
20;CHARCUT.TRAITEUR;2004;CHARCUTERIE A CUIRE;20044;ANDOUILLETTE;100%;
20;CHARCUT.TRAITEUR;2004;CHARCUTERIE A CUIRE;20045;CHARCUT A CUIRE VOLAILLE;100%;
20;CHARCUT.TRAITEUR;2005;SALAISONS;20050;SALAISONS FUMEES CRUES;100%;
20;CHARCUT.TRAITEUR;2005;SALAISONS;20051;SALAISONS DEMI SEL;100%;
20;CHARCUT.TRAITEUR;2005;SALAISONS;20052;SALAISONS FUMEES CUITES;100%;
20;CHARCUT.TRAITEUR;2005;SALAISONS;20053;JAMBONNEAUX;100%;
20;CHARCUT.TRAITEUR;2005;SALAISONS;20054;VIANDES CUITES;100%;
20;CHARCUT.TRAITEUR;2010;CHARCUTERIE EMBAL PROGRE.;20100;JAMBON CUIT;100%;
20;CHARCUT.TRAITEUR;2010;CHARCUTERIE EMBAL PROGRE.;20101;SALAISON SAUCISSON CUITS;100%;
20;CHARCUT.TRAITEUR;2010;CHARCUTERIE EMBAL PROGRE.;20102;JAMBON SEC ET CRU;100%;
20;CHARCUT.TRAITEUR;2010;CHARCUTERIE EMBAL PROGRE.;20103;PATES;100%;
20;CHARCUT.TRAITEUR;2010;CHARCUTERIE EMBAL PROGRE.;20104;RILLETTES;100%;
20;CHARCUT.TRAITEUR;2010;CHARCUTERIE EMBAL PROGRE.;20105;CHARCUTERIE A CUIRE;100%;
20;CHARCUT.TRAITEUR;2010;CHARCUTERIE EMBAL PROGRE.;20106;SALAISONS ET VIANDES;100%;
20;CHARCUT.TRAITEUR;2010;CHARCUTERIE EMBAL PROGRE.;20107;CHIFFONADE ET PETALE;100%;
20;CHARCUT.TRAITEUR;2011;CHARCUTERIE LS INDUSTRIEL;20110;JAMBONS CUIT LS INDUSTRIEL;100%;
20;CHARCUT.TRAITEUR;2011;CHARCUTERIE LS INDUSTRIEL;20111;JAMBON DE VOLAILLE LS IND;100%;
20;CHARCUT.TRAITEUR;2011;CHARCUTERIE LS INDUSTRIEL;20112;SALAIS SAUCIS CUIT LS IND;100%;
20;CHARCUT.TRAITEUR;2011;CHARCUTERIE LS INDUSTRIEL;20113;JAMBON SEC LS INDUST;100%;
20;CHARCUT.TRAITEUR;2011;CHARCUTERIE LS INDUSTRIEL;20114;TRANCHES EXTRA FINS LS;100%;
20;CHARCUT.TRAITEUR;2011;CHARCUTERIE LS INDUSTRIEL;20115;SALAISON LS INDUSTRIEL;100%;
20;CHARCUT.TRAITEUR;2011;CHARCUTERIE LS INDUSTRIEL;20116;SAUCISSONS SEC LS;100%;
20;CHARCUT.TRAITEUR;2011;CHARCUTERIE LS INDUSTRIEL;20117;SALAISONS,SEC LS INDUST;100%;
20;CHARCUT.TRAITEUR;2011;CHARCUTERIE LS INDUSTRIEL;20118;SAUCISSONS SECS LS;100%;
20;CHARCUT.TRAITEUR;2020;APERITIF, LEGUMES MARINES;20200;PRODUITS APERITIFS;100%;
20;CHARCUT.TRAITEUR;2020;APERITIF, LEGUMES MARINES;20201;LEGUMES MARINES;100%;
20;CHARCUT.TRAITEUR;2021;SALADES;20210;SALADES DE CRUDITES;100%;
20;CHARCUT.TRAITEUR;2021;SALADES;20211;SALADE DE LEGUMES,TABOULE;100%;
20;CHARCUT.TRAITEUR;2021;SALADES;20212;SALADE DE VIANDE,VOLAILLE;100%;
20;CHARCUT.TRAITEUR;2021;SALADES;20213;SALADE DE LA MER;100%;
20;CHARCUT.TRAITEUR;2022;ENTREES FROIDES;20220;PATE EN CROUTE;100%;
20;CHARCUT.TRAITEUR;2022;ENTREES FROIDES;20221;TERRINE DE POISSON,LEGUME;100%;
20;CHARCUT.TRAITEUR;2022;ENTREES FROIDES;20222;ASPICS CONES BUCHETTES;100%;
20;CHARCUT.TRAITEUR;2022;ENTREES FROIDES;20223;POISSON,CRUSTACE FARCIS;100%;
20;CHARCUT.TRAITEUR;2022;ENTREES FROIDES;20224;COQUILLES FROIDES;100%;
20;CHARCUT.TRAITEUR;2023;ENTREES CHAUDES;20230;COQUILLES CHAUDES;100%;
20;CHARCUT.TRAITEUR;2023;ENTREES CHAUDES;20231;CROISSANT;100%;
20;CHARCUT.TRAITEUR;2023;ENTREES CHAUDES;20232;ROULE;100%;
20;CHARCUT.TRAITEUR;2023;ENTREES CHAUDES;20233;BOUCHEES;100%;
20;CHARCUT.TRAITEUR;2023;ENTREES CHAUDES;20234;CROQUE MONSIEUR;100%;
20;CHARCUT.TRAITEUR;2023;ENTREES CHAUDES;20235;FEUILLETES;100%;
20;CHARCUT.TRAITEUR;2023;ENTREES CHAUDES;20236;FRIANDS;100%;
20;CHARCUT.TRAITEUR;2023;ENTREES CHAUDES;20237;CREPES ET GALETTES FOURRES;100%;
20;CHARCUT.TRAITEUR;2023;ENTREES CHAUDES;20238;QUICHE TRAITEUR COUPE;100%;
20;CHARCUT.TRAITEUR;2024;CUISINES DU MONDE;20240;ASIE;100%;
20;CHARCUT.TRAITEUR;2024;CUISINES DU MONDE;20241;INDE;100%;
20;CHARCUT.TRAITEUR;2024;CUISINES DU MONDE;20242;TEX MEX;100%;
20;CHARCUT.TRAITEUR;2024;CUISINES DU MONDE;20243;MEDITERRANEE;100%;
20;CHARCUT.TRAITEUR;2024;CUISINES DU MONDE;20244;EUROPE DU NORD;100%;
20;CHARCUT.TRAITEUR;2025;PLATS CUISINES;20250;BASE POISSON;100%;
20;CHARCUT.TRAITEUR;2025;PLATS CUISINES;20251;BASE VIANDE ET ABATS;100%;
20;CHARCUT.TRAITEUR;2025;PLATS CUISINES;20252;BASE VOLAILLE;100%;
20;CHARCUT.TRAITEUR;2025;PLATS CUISINES;20253;BASE PATE;100%;
20;CHARCUT.TRAITEUR;2025;PLATS CUISINES;20254;BASE LEGUME;100%;
20;CHARCUT.TRAITEUR;2026;PATES FRAICHES ET SAUCES;20260;PATES SIMPLES;100%;
20;CHARCUT.TRAITEUR;2026;PATES FRAICHES ET SAUCES;20261;PATES FOURRES;100%;
20;CHARCUT.TRAITEUR;2026;PATES FRAICHES ET SAUCES;20262;SAUCES;100%;
20;CHARCUT.TRAITEUR;2027;PRODUITS FESTIFS;20270;CAVIAR;100%;
20;CHARCUT.TRAITEUR;2027;PRODUITS FESTIFS;20271;TRUFFES;100%;
20;CHARCUT.TRAITEUR;2027;PRODUITS FESTIFS;20272;ESCARGOTS;100%;
20;CHARCUT.TRAITEUR;2027;PRODUITS FESTIFS;20273;FOIE GRAS;100%;
20;CHARCUT.TRAITEUR;2030;TRAITEUR LS EMBAL PROGRESSIF;20300;APERITIF LEGUMES MARINES;100%;
20;CHARCUT.TRAITEUR;2030;TRAITEUR LS EMBAL PROGRESSIF;20301;SALADE;100%;
20;CHARCUT.TRAITEUR;2030;TRAITEUR LS EMBAL PROGRESSIF;20302;ENTREES FROIDES;100%;
20;CHARCUT.TRAITEUR;2030;TRAITEUR LS EMBAL PROGRESSIF;20303;ENTREES CHAUDES;100%;
20;CHARCUT.TRAITEUR;2031;POINT RESTAURATION;20310;PRET A CONSOMMER;100%;
20;CHARCUT.TRAITEUR;2031;POINT RESTAURATION;20311;SANDWICHS CLUB;100%;
20;CHARCUT.TRAITEUR;2031;POINT RESTAURATION;20312;SANDWICHS BAGUETTES;100%;
20;CHARCUT.TRAITEUR;2032;APERIT.LEGUM MARI LS IND.;20320;PRODUITS APERITIFS LS INDUS;100%;
20;CHARCUT.TRAITEUR;2032;APERIT.LEGUM MARI LS IND.;20321;LEGUMES MARINES LS INDUS;100%;
20;CHARCUT.TRAITEUR;2033;SALADES LS INDUSTRIELLE;20330;SALADES CRUDITE LS INDUS;100%;
20;CHARCUT.TRAITEUR;2033;SALADES LS INDUSTRIELLE;20331;SALADES LEGUMES TABOULE LS;100%;
20;CHARCUT.TRAITEUR;2033;SALADES LS INDUSTRIELLE;20332;SALADES VIANDE VOLAILLE LS;100%;
20;CHARCUT.TRAITEUR;2033;SALADES LS INDUSTRIELLE;20333;SALADES DE LA MER LS INDUS;100%;
20;CHARCUT.TRAITEUR;2034;ENTREES FROIDES LS INDUS.;20340;PATE EN CROUTE LS INDUS;100%;
20;CHARCUT.TRAITEUR;2034;ENTREES FROIDES LS INDUS.;20341;TERRINE POISSON LEGUMES LS;100%;
20;CHARCUT.TRAITEUR;2034;ENTREES FROIDES LS INDUS.;20342;ASPIC CONE BUCHETTES LS;100%;
20;CHARCUT.TRAITEUR;2034;ENTREES FROIDES LS INDUS.;20343;POISSON CRUSTACE FARCI LS;100%;
20;CHARCUT.TRAITEUR;2034;ENTREES FROIDES LS INDUS.;20344;COQUILLE FROIDE LS INDUS;100%;
20;CHARCUT.TRAITEUR;2034;ENTREES FROIDES LS INDUS.;20345;FOIE GRAS LS INDUSTRIEL;100%;
20;CHARCUT.TRAITEUR;2035;ENTREES CHAUDES LS INDUS.;20350;COQUILLE CHAUDE LS INDUS;100%;
20;CHARCUT.TRAITEUR;2035;ENTREES CHAUDES LS INDUS.;20351;CROISSANT LS INDUS;100%;
20;CHARCUT.TRAITEUR;2035;ENTREES CHAUDES LS INDUS.;20352;ROULE LS INDUSTRIEL;100%;
20;CHARCUT.TRAITEUR;2035;ENTREES CHAUDES LS INDUS.;20353;BOUCHEES LS INDUSTRIEL;100%;
20;CHARCUT.TRAITEUR;2035;ENTREES CHAUDES LS INDUS.;20354;CROQUE MONSIEUR LS INDUS;100%;
20;CHARCUT.TRAITEUR;2035;ENTREES CHAUDES LS INDUS.;20355;FEUILLETES LS INDUS;100%;
20;CHARCUT.TRAITEUR;2035;ENTREES CHAUDES LS INDUS.;20356;FRIANDS LS INDUSTRIEL;100%;
20;CHARCUT.TRAITEUR;2035;ENTREES CHAUDES LS INDUS.;20357;CREPES GALETTES FOURREES LS;100%;
20;CHARCUT.TRAITEUR;2035;ENTREES CHAUDES LS INDUS.;20358;CREPE GALET.SIMPLE SALE LS;100%;
20;CHARCUT.TRAITEUR;2036;QUICH.TART.TOURT.PIZZA LS;20360;QUICHES TARTES TOURTES LS;100%;
20;CHARCUT.TRAITEUR;2036;QUICH.TART.TOURT.PIZZA LS;20361;PIZZA LS INDUSTRIELLE;100%;
20;CHARCUT.TRAITEUR;2037;CUISINES DU MONDE;20370;ASIE;100%;
20;CHARCUT.TRAITEUR;2037;CUISINES DU MONDE;20371;INDE;100%;
20;CHARCUT.TRAITEUR;2037;CUISINES DU MONDE;20372;TEX MEX;100%;
20;CHARCUT.TRAITEUR;2037;CUISINES DU MONDE;20373;MEDITERRANEE;100%;
20;CHARCUT.TRAITEUR;2037;CUISINES DU MONDE;20374;EUROPE DU NORD;100%;
20;CHARCUT.TRAITEUR;2038;PLATS CUISINES;20380;BASE POISSON;100%;
20;CHARCUT.TRAITEUR;2038;PLATS CUISINES;20381;BASE VIANDE ET ABATS;100%;
20;CHARCUT.TRAITEUR;2038;PLATS CUISINES;20382;BASE VOLAILLE;100%;
20;CHARCUT.TRAITEUR;2038;PLATS CUISINES;20383;BASE PATE;100%;
20;CHARCUT.TRAITEUR;2038;PLATS CUISINES;20384;BASE LEGUME;100%;
20;CHARCUT.TRAITEUR;2039;PATES FRAICHES ET SAUCES;20390;PATES SIMPLES;100%;
20;CHARCUT.TRAITEUR;2039;PATES FRAICHES ET SAUCES;20391;PATES FOURREES;100%;
20;CHARCUT.TRAITEUR;2039;PATES FRAICHES ET SAUCES;20392;SAUCES LS;100%;
20;CHARCUT.TRAITEUR;2040;ROTISSERIE CUIT SUR PLACE;20400;VOLAILLE CUITE SUR PLACE;100%;
20;CHARCUT.TRAITEUR;2040;ROTISSERIE CUIT SUR PLACE;20401;PORC CUIT SUR PLACE;100%;
20;CHARCUT.TRAITEUR;2040;ROTISSERIE CUIT SUR PLACE;20402;AUTRES VIANDES CUITE SUR PLACE;100%;
20;CHARCUT.TRAITEUR;2041;PIZZA ET QUICHE;20410;PIZZA;100%;
20;CHARCUT.TRAITEUR;2041;PIZZA ET QUICHE;20411;QUICHES;100%;
20;CHARCUT.TRAITEUR;2041;PIZZA ET QUICHE;20412;AUTRES TARTES SALEES;100%;
20;CHARCUT.TRAITEUR;2042;CUISINE ASSEMBLAGE POELON;20420;ASSEMBLAGE BASE POISSON;100%;
20;CHARCUT.TRAITEUR;2042;CUISINE ASSEMBLAGE POELON;20421;ASSEMBLE VIANDE ABATS;100%;
20;CHARCUT.TRAITEUR;2042;CUISINE ASSEMBLAGE POELON;20422;ASSEMBLAGE BASE VOLAILLE;100%;
20;CHARCUT.TRAITEUR;2042;CUISINE ASSEMBLAGE POELON;20423;ASSEMBLAGE BASE PATE;100%;
20;CHARCUT.TRAITEUR;2042;CUISINE ASSEMBLAGE POELON;20424;ASSEMBLAGE BASE LEGUMES;100%;
20;CHARCUT.TRAITEUR;2050;PATES MOLLES;20500;BRIES;100%;
20;CHARCUT.TRAITEUR;2050;PATES MOLLES;20501;CAMEMBERTS & COULOMMIERS;100%;
20;CHARCUT.TRAITEUR;2050;PATES MOLLES;20502;SPECIALITE CROUTE FLEURIE;100%;
20;CHARCUT.TRAITEUR;2050;PATES MOLLES;20503;TYPE MONT D'OR;100%;
20;CHARCUT.TRAITEUR;2050;PATES MOLLES;20504;EST FRANCE TYPE MUNSTER;100%;
20;CHARCUT.TRAITEUR;2050;PATES MOLLES;20505;SPECIALITE CROUTE LAVEE;100%;
20;CHARCUT.TRAITEUR;2050;PATES MOLLES;20506;ST FELICIEN & MARCELLIN;100%;
20;CHARCUT.TRAITEUR;2050;PATES MOLLES;20507;SPECIALITE MIXTES;100%;
20;CHARCUT.TRAITEUR;2051;PATES PERSILLEES;20510;ROQUEFORT;100%;
20;CHARCUT.TRAITEUR;2051;PATES PERSILLEES;20511;FOURMES;100%;
20;CHARCUT.TRAITEUR;2051;PATES PERSILLEES;20512;AUTRES PERSILLEES;100%;
20;CHARCUT.TRAITEUR;2052;CHEVRES/BREBIS;20520;CHEVRE FRAIS;100%;
20;CHARCUT.TRAITEUR;2052;CHEVRES/BREBIS;20521;SPECIALITE CHEVRE AOC;100%;
20;CHARCUT.TRAITEUR;2052;CHEVRES/BREBIS;20522;SPECIALITE CHEVRE NON AGE;100%;
20;CHARCUT.TRAITEUR;2052;CHEVRES/BREBIS;20523;TOMMES BREBIS PYRENEES;100%;
20;CHARCUT.TRAITEUR;2052;CHEVRES/BREBIS;20524;AUTRES BREBIS ET MIXTES;100%;
20;CHARCUT.TRAITEUR;2053;P.FRAICHE,FONDU ET ALLEGE;20530;PATE FRAICH ET FONDU NAT.;100%;
20;CHARCUT.TRAITEUR;2053;P.FRAICHE,FONDU ET ALLEGE;20531;PATE FRAICH ET FONDU AROM;100%;
20;CHARCUT.TRAITEUR;2053;P.FRAICHE,FONDU ET ALLEGE;20532;FROMAGE ALLEGE;100%;
20;CHARCUT.TRAITEUR;2054;PATES PRESSES CUITES;20540;EMMENTAL;100%;
20;CHARCUT.TRAITEUR;2054;PATES PRESSES CUITES;20541;COMTE;100%;
20;CHARCUT.TRAITEUR;2054;PATES PRESSES CUITES;20542;BEAUFORT;100%;
20;CHARCUT.TRAITEUR;2054;PATES PRESSES CUITES;20543;AUTRES PATE PRESSES CUITES;100%;
20;CHARCUT.TRAITEUR;2055;PATES PRESSES NON CUITES;20550;TYPE HOLLANDE;100%;
20;CHARCUT.TRAITEUR;2055;PATES PRESSES NON CUITES;20551;TOMMES;100%;
20;CHARCUT.TRAITEUR;2055;PATES PRESSES NON CUITES;20552;PATE PRES NON CUITE SAVOIE;100%;
20;CHARCUT.TRAITEUR;2055;PATES PRESSES NON CUITES;20553;PATE PRES NON CUITE AUVERGNE;100%;
20;CHARCUT.TRAITEUR;2055;PATES PRESSES NON CUITES;20554;PATE PRES.NON CUITE PYRENEES;100%;
20;CHARCUT.TRAITEUR;2055;PATES PRESSES NON CUITES;20555;PATE PRES NON CUITE JURA;100%;
20;CHARCUT.TRAITEUR;2055;PATES PRESSES NON CUITES;20556;AUTRES PATES PRES. NON CUITE;100%;
20;CHARCUT.TRAITEUR;2056;FROMAGE BIOLOGIQUE;20560;PATE MOLLE BIOLOGIQUE;100%;
20;CHARCUT.TRAITEUR;2056;FROMAGE BIOLOGIQUE;20561;PATE PERSILLEE BIOLOGIQUE;100%;
20;CHARCUT.TRAITEUR;2056;FROMAGE BIOLOGIQUE;20562;CHEVRE BIOLOGIQUE;100%;
20;CHARCUT.TRAITEUR;2056;FROMAGE BIOLOGIQUE;20563;BREBIS BIOLOGIQUE;100%;
20;CHARCUT.TRAITEUR;2056;FROMAGE BIOLOGIQUE;20564;PATE FRACH.FONDU ALLEGE BIO;100%;
20;CHARCUT.TRAITEUR;2056;FROMAGE BIOLOGIQUE;20565;PATE PRESSEE CUITES BIO;100%;
20;CHARCUT.TRAITEUR;2056;FROMAGE BIOLOGIQUE;20566;PATE PRESSEE NON CUITE BIO;100%;
20;CHARCUT.TRAITEUR;2057;FROMAGE TYPIQUE REGIONAUX;20570;PATE MOLLES REGIONAUX;100%;
20;CHARCUT.TRAITEUR;2057;FROMAGE TYPIQUE REGIONAUX;20571;PATE PERSILLE REGIONAUX;100%;
20;CHARCUT.TRAITEUR;2057;FROMAGE TYPIQUE REGIONAUX;20572;CHEVRE REGIONAUX;100%;
20;CHARCUT.TRAITEUR;2057;FROMAGE TYPIQUE REGIONAUX;20573;BREBIS REGIONAUX;100%;
20;CHARCUT.TRAITEUR;2057;FROMAGE TYPIQUE REGIONAUX;20574;PATE FRAICHE FONDU ALLEGE REGI;100%;
20;CHARCUT.TRAITEUR;2057;FROMAGE TYPIQUE REGIONAUX;20575;PATE PRESSE CUITE REGION.;100%;
20;CHARCUT.TRAITEUR;2057;FROMAGE TYPIQUE REGIONAUX;20576;PATE PRESSE NON CUITE REGION.;100%;
20;CHARCUT.TRAITEUR;2058;CREMERIE ET OEUF VRAC;20580;FROMAGE FRAIS ET FONDUE;100%;
20;CHARCUT.TRAITEUR;2058;CREMERIE ET OEUF VRAC;20581;CREME;100%;
20;CHARCUT.TRAITEUR;2058;CREMERIE ET OEUF VRAC;20582;BEURRE;100%;
20;CHARCUT.TRAITEUR;2058;CREMERIE ET OEUF VRAC;20583;GOURMANDISE FROMAGERE;100%;
