N° Rayon;Libellé Rayon;N° Groupe de familles;Libellé Groupe de famille;N° Famille;Libellé Famille;Facteur;A supprimer le
40;GEM;405;LAVE - VAISSELLE;4051;LAVE-VAISSELLE SPECIFIQUE;1;
40;GEM;406;CUISINIERE;4060;CUISINIERE TOUT GAZ;1;
40;GEM;406;CUISINIERE;4061;CUISINIERE MIXTE GAZ ELEC;1;
40;GEM;406;CUISINIERE;4062;CUISINIERE TT ELECTRIQUE;1;
40;GEM;407;MICRO-ONDES;4070;MICRO-ONDES STANDARD;1;
40;GEM;407;MICRO-ONDES;4071;MICRO-ONDES + GRILL;1;
40;GEM;407;MICRO-ONDES;4072;MICRO-ONDES MULTIFONCT;1;
40;GEM;408;ENCASTRABLE;4080;PLAQUE DE CUISSON;1;
40;GEM;408;ENCASTRABLE;4081;FOUR ENCASTRABLE;1;
40;GEM;408;ENCASTRABLE;4082;ASPIRATION;1;
40;GEM;409;SAV & GESTION GEM;4090;REPARATION GEM;1;
40;GEM;409;SAV & GESTION GEM;4091;ACCESSOIRES GEM;1;
40;GEM;409;SAV & GESTION GEM;4092;LIVRAISON GEM;1;
40;GEM;409;SAV & GESTION GEM;4093;CONTRATS BLEUS GEM;1;
40;GEM;409;SAV & GESTION GEM;4094;LOCATION GEM;1;
40;GEM;409;SAV & GESTION GEM;4099;GESTION GEM;1;
41;PEM;410;ENTRETIEN DES SOLS;4100;APPAREIL ROBOT;1;
41;PEM;410;ENTRETIEN DES SOLS;4101;ASPIRATEUR TRAINEAU;1;
41;PEM;410;ENTRETIEN DES SOLS;4102;ASPIRATEUR NON TRAINEAU;1;
41;PEM;410;ENTRETIEN DES SOLS;4103;NETTOYEUR SPECIFIQUE;1;
41;PEM;410;ENTRETIEN DES SOLS;4104;ACC. ENTRETIEN DES SOLS;1;
41;PEM;411;ENTRETIEN LINGE/CHAUSSURE;4110;FER A REPASSER;1;
41;PEM;411;ENTRETIEN LINGE/CHAUSSURE;4111;STATION VAPEUR;1;
41;PEM;411;ENTRETIEN LINGE/CHAUSSURE;4112;MACH A CIRER/COUDRE/LAVER;1;
41;PEM;411;ENTRETIEN LINGE/CHAUSSURE;4113;ACC. ENTRETIEN DU LINGE;1;
41;PEM;412;QUALITE ENVIRONNEMENT;4120;TRAITEMENT DE L AIR;1;
41;PEM;412;QUALITE ENVIRONNEMENT;4121;CLIMATISATION;1;
41;PEM;412;QUALITE ENVIRONNEMENT;4122;CHAUFFAGE D APPOINT;1;
41;PEM;412;QUALITE ENVIRONNEMENT;4123;CHAUFFAGE;1;
41;PEM;412;QUALITE ENVIRONNEMENT;4124;TRAITEMENT EAU ET DECHETS;1;
41;PEM;412;QUALITE ENVIRONNEMENT;4125;ACC.QUALITE ENVIRONNEMENT;1;
41;PEM;413;PETIT DEJEUNER;4130;APPAREIL POUR LE CAFE;1;
41;PEM;413;PETIT DEJEUNER;4131;BOUILLOIRE ET GRILLE PAIN;1;
41;PEM;413;PETIT DEJEUNER;4132;APPAREIL  JUS DE FRUIT;1;
41;PEM;413;PETIT DEJEUNER;4133;ACC. PETIT DEJEUNER;1;
41;PEM;414;PREPARATION CULINAIRE;4140;AIDE CULINAIRE;1;
41;PEM;414;PREPARATION CULINAIRE;4141;PREPARATEUR SPECIFIQUE;1;
41;PEM;414;PREPARATION CULINAIRE;4142;PREPARATEUR MULTI-USAGE;1;
41;PEM;414;PREPARATION CULINAIRE;4143;ACC.PREPARATION CULINAIRE;1;
41;PEM;415;CUISSON CULINAIRE;4150;APPAREIL CONVIVIAL;1;
41;PEM;415;CUISSON CULINAIRE;4151;APP.CUISSON SPECIFIQUE;1;
41;PEM;415;CUISSON CULINAIRE;4152;APP.CUISSON MULTI USAGE;1;
41;PEM;415;CUISSON CULINAIRE;4153;ACC.CUISSON CULINAIRE;1;
41;PEM;416;SOINS DU CORPS;4160;COIFFURE;1;
41;PEM;416;SOINS DU CORPS;4161;EPILATION FEMININE;1;
41;PEM;416;SOINS DU CORPS;4162;RASAGE MASCULIN;1;
41;PEM;416;SOINS DU CORPS;4163;HYGIENE DENTAIRE;1;
41;PEM;416;SOINS DU CORPS;4164;SANTE/PARAMEDICAL;1;
41;PEM;416;SOINS DU CORPS;4165;FORME/BEAUTE;1;
41;PEM;416;SOINS DU CORPS;4166;CONFORT / RELAXATION;1;
41;PEM;416;SOINS DU CORPS;4167;ACC.SOINS DU CORPS;1;
41;PEM;419;SAV & GESTION PEM;4190;REPARATION PEM;1;
41;PEM;419;SAV & GESTION PEM;4191;ACCESSOIRES PEM;1;
41;PEM;419;SAV & GESTION PEM;4193;CONTRATS BLEUS PEM;1;
41;PEM;419;SAV & GESTION PEM;4194;LOCATION PEM;1;
41;PEM;419;SAV & GESTION PEM;4199;GESTION PEM;1;
42;PHOTO COMMUNICATION;420;APPAREIL PHOTO;4202;APPAREIL PHOTO REFLEX;1;
42;PHOTO COMMUNICATION;420;APPAREIL PHOTO;4203;APPAREIL PHOTO NUMERIQUE;1;
42;PHOTO COMMUNICATION;421;TRAVAUX PHOTO/LABO;4210;DEVELOPPEMENT 1ER TOUR;1;
42;PHOTO COMMUNICATION;421;TRAVAUX PHOTO/LABO;4211;RETIRAGE;1;
42;PHOTO COMMUNICATION;421;TRAVAUX PHOTO/LABO;4212;AGRANDISSEMENT;1;
42;PHOTO COMMUNICATION;421;TRAVAUX PHOTO/LABO;4213;DEVELOPPEMENT DIAPOSITIVE;1;
42;PHOTO COMMUNICATION;421;TRAVAUX PHOTO/LABO;4214;TRAVAUX NOIR/BLANC;1;
42;PHOTO COMMUNICATION;421;TRAVAUX PHOTO/LABO;4215;TRAVAUX DIVERS;1;
42;PHOTO COMMUNICATION;421;TRAVAUX PHOTO/LABO;4216;SYSTEME DEVELOPPEMENT;1;
42;PHOTO COMMUNICATION;422;ACCESSOIRES PRISE DE VUE;4221;OBJECTIF;1;
42;PHOTO COMMUNICATION;422;ACCESSOIRES PRISE DE VUE;4222;PILES;1;
42;PHOTO COMMUNICATION;422;ACCESSOIRES PRISE DE VUE;4223;ACCESSOIRE POUR APPAREIL;1;
42;PHOTO COMMUNICATION;423;FILM;4234;FILM COULEUR L.S;1;
42;PHOTO COMMUNICATION;423;FILM;4236;JETABLE L.S;1;
42;PHOTO COMMUNICATION;424;PROJECTION;4240;PROJECTION DIAPOSITIVE;1;
42;PHOTO COMMUNICATION;425;TELEPHONIE RESIDENTIELLE;4250;TEL FILAIRE ET REP SEUL;1;
42;PHOTO COMMUNICATION;425;TELEPHONIE RESIDENTIELLE;4252;TEL SANS FIL NUMERIQUE;1;
42;PHOTO COMMUNICATION;425;TELEPHONIE RESIDENTIELLE;4253;ACCESSOIRE TEL ET AUTRES;1;
42;PHOTO COMMUNICATION;425;TELEPHONIE RESIDENTIELLE;4254;TALKIE-WALKIE;1;
42;PHOTO COMMUNICATION;425;TELEPHONIE RESIDENTIELLE;4255;FAX;1;
42;PHOTO COMMUNICATION;425;TELEPHONIE RESIDENTIELLE;4256;ACCESSOIRE FAX;1;
42;PHOTO COMMUNICATION;426;OPTIQUE;4260;OPTIQUE;1;
42;PHOTO COMMUNICATION;428;MAT. DE BUREAU;4280;MACHINE A CALCULER;1;
42;PHOTO COMMUNICATION;428;MAT. DE BUREAU;4281;AGENDA,TRADUCTEUR,DICTIO.;1;
42;PHOTO COMMUNICATION;428;MAT. DE BUREAU;4282;BUREAUTIQUE;1;
42;PHOTO COMMUNICATION;428;MAT. DE BUREAU;4283;STATION METEO;1;
42;PHOTO COMMUNICATION;428;MAT. DE BUREAU;4284;GPS;1;
42;PHOTO COMMUNICATION;429;SAV & GESTION PHOTO;4290;REPARATION PHOTO;1;
42;PHOTO COMMUNICATION;429;SAV & GESTION PHOTO;4291;ACCESSOIRES PHOTO;1;
42;PHOTO COMMUNICATION;429;SAV & GESTION PHOTO;4293;CONTRATS BLEUS PHOTO;1;
42;PHOTO COMMUNICATION;429;SAV & GESTION PHOTO;4294;LOCATION PHOTO;1;
42;PHOTO COMMUNICATION;429;SAV & GESTION PHOTO;4299;GESTION PHOTO;1;
43;IMAGE ET SON;430;SON;4300;AUTORADIO + ACCESSOIRE;1;
43;IMAGE ET SON;430;SON;4301;BALADEUR;1;
43;IMAGE ET SON;430;SON;4302;ENREGISTREMENT;1;
43;IMAGE ET SON;430;SON;4303;RADIO REVEIL;1;
43;IMAGE ET SON;430;SON;4304;RADIO;1;
43;IMAGE ET SON;430;SON;4305;RADIO CASSETTE;1;
43;IMAGE ET SON;431;HI-FI;4310;CHAINE;1;
43;IMAGE ET SON;431;HI-FI;4311;ELEMENTS SEPARES;1;
43;IMAGE ET SON;431;HI-FI;4312;ENCEINTES;1;
43;IMAGE ET SON;432;SUPPORT AUDIO ET VIDEO;4320;SUPPORT AUDIO;1;
43;IMAGE ET SON;432;SUPPORT AUDIO ET VIDEO;4321;CASSETTE MAGNETOSCOPE;1;
43;IMAGE ET SON;432;SUPPORT AUDIO ET VIDEO;4322;CASSETTE CAMESCOPE;1;
43;IMAGE ET SON;432;SUPPORT AUDIO ET VIDEO;4323;SUPPORT DVD;1;
43;IMAGE ET SON;432;SUPPORT AUDIO ET VIDEO;4324;NETTOYAGE ET BOITIER VIDE;1;
43;IMAGE ET SON;433;ACCESSOIRE AUDIO/TV/VIDEO;4330;ACCESSOIRE HIFI-SON;1;
43;IMAGE ET SON;433;ACCESSOIRE AUDIO/TV/VIDEO;4331;ANTENNE ET ACCESSOIRE TV;1;
43;IMAGE ET SON;433;ACCESSOIRE AUDIO/TV/VIDEO;4332;SATELLITE ET ACCESSOIRE;1;
43;IMAGE ET SON;433;ACCESSOIRE AUDIO/TV/VIDEO;4333;ACCESSOIRE VIDEO;1;
43;IMAGE ET SON;433;ACCESSOIRE AUDIO/TV/VIDEO;4334;CORDON DE LIAISON;1;
43;IMAGE ET SON;433;ACCESSOIRE AUDIO/TV/VIDEO;4335;SUPPORT AUDIO/VIDEO;1;
43;IMAGE ET SON;433;ACCESSOIRE AUDIO/TV/VIDEO;4336;ACCESSOIRE DE FETE;1;
43;IMAGE ET SON;434;TELEVISEUR;4340;TV 4/3;1;
43;IMAGE ET SON;434;TELEVISEUR;4342;TV LCD 4/3;1;
43;IMAGE ET SON;434;TELEVISEUR;4345;PLASMA;1;
43;IMAGE ET SON;434;TELEVISEUR;4346;TV LCD 16/9;1;
43;IMAGE ET SON;434;TELEVISEUR;4347;VIDEOPROJECTEUR;1;
43;IMAGE ET SON;434;TELEVISEUR;4349;COMBINE TV/DVD;1;
43;IMAGE ET SON;435;VIDEO;4350;CAMESCOPE;1;
43;IMAGE ET SON;435;VIDEO;4351;MAGNETOSCOPE;1;
43;IMAGE ET SON;435;VIDEO;4352;LECTEUR DVD;1;
43;IMAGE ET SON;439;SAV & GESTION IMAGE & SON;4390;REPARATION IMAGE&SON;1;
43;IMAGE ET SON;439;SAV & GESTION IMAGE & SON;4391;ACCESSOIRES IMAGE&SON;1;
43;IMAGE ET SON;439;SAV & GESTION IMAGE & SON;4392;LIVRAISON IMAGE & SON;1;
43;IMAGE ET SON;439;SAV & GESTION IMAGE & SON;4393;CONTRATS BLEUS IMAGE&SON;1;
43;IMAGE ET SON;439;SAV & GESTION IMAGE & SON;4394;LOCATION IMAGE&SON;1;
43;IMAGE ET SON;439;SAV & GESTION IMAGE & SON;-439; Famille inconnnue;1;
43;IMAGE ET SON;439;SAV & GESTION IMAGE & SON;4399;REMBOURSMT IMAGE ET SON;1;
44;MICRO INFORMATIQUE;440;MATERIEL INFORMATIQUE;4400;MICRO-ORDINATEUR;1;
44;MICRO INFORMATIQUE;440;MATERIEL INFORMATIQUE;4401;ECRAN;1;
44;MICRO INFORMATIQUE;440;MATERIEL INFORMATIQUE;4402;IMPRIMANTE;1;
44;MICRO INFORMATIQUE;440;MATERIEL INFORMATIQUE;4403;SCANNER;1;
44;MICRO INFORMATIQUE;440;MATERIEL INFORMATIQUE;4404;IMAGERIE NUMERIQUE;1;
44;MICRO INFORMATIQUE;441;PERIPHERIQUE INFOMATIQUE;4410;COMMUNICATION;1;
44;MICRO INFORMATIQUE;441;PERIPHERIQUE INFOMATIQUE;4411;CARTE AUDIO/VIDEO;1;
44;MICRO INFORMATIQUE;441;PERIPHERIQUE INFOMATIQUE;4412;ARCHIVAGE INFORMATIQUE;1;
44;MICRO INFORMATIQUE;441;PERIPHERIQUE INFOMATIQUE;4413;CONTROLE INFORMATIQUE;1;
44;MICRO INFORMATIQUE;442;ACCESSOIRE INFORMATIQUE;4420;EXTENSION DE MEMOIRE;1;
44;MICRO INFORMATIQUE;442;ACCESSOIRE INFORMATIQUE;4421;CORDON DE LIAISON;1;
44;MICRO INFORMATIQUE;442;ACCESSOIRE INFORMATIQUE;4422;PROTECTION INFORMATIQUE;1;
44;MICRO INFORMATIQUE;442;ACCESSOIRE INFORMATIQUE;4423;ERGONOMIE INFORMATIQUE;1;
44;MICRO INFORMATIQUE;442;ACCESSOIRE INFORMATIQUE;4424;NETTOYAGE INFORMATIQUE;1;
44;MICRO INFORMATIQUE;442;ACCESSOIRE INFORMATIQUE;4425;RANGEMENT INFORMATIQUE;1;
44;MICRO INFORMATIQUE;443;SUPPORT ENREGISTREMENT;4430;DISQUETTE;1;
44;MICRO INFORMATIQUE;443;SUPPORT ENREGISTREMENT;4431;CD ROM / DVD;1;
44;MICRO INFORMATIQUE;444;CONSOMMABLE IMPRESSION;4440;CARTOUCHE D IMPRIMANTE;1;
44;MICRO INFORMATIQUE;444;CONSOMMABLE IMPRESSION;4441;PAPIER IMPRIMANTE;1;
44;MICRO INFORMATIQUE;449;SAV & GESTION MICRO;4490;REPARATION MICRO;1;
44;MICRO INFORMATIQUE;449;SAV & GESTION MICRO;4491;ACCESSOIRES MICRO;1;
44;MICRO INFORMATIQUE;449;SAV & GESTION MICRO;4493;CONTRATS BLEUS MICRO;1;
44;MICRO INFORMATIQUE;449;SAV & GESTION MICRO;4494;LOCATION MICRO;1;
44;MICRO INFORMATIQUE;449;SAV & GESTION MICRO;4499;GESTION MICRO;1;
45;RADIOTELEPHONIE;450;TELEPHONIE MOBILE;4500;PORTABLE;1;
45;RADIOTELEPHONIE;450;TELEPHONIE MOBILE;4501;PORTABLE PREPAYE;1;
45;RADIOTELEPHONIE;450;TELEPHONIE MOBILE;4502;ACCESSOIRE POUR PORTABLE;1;
45;RADIOTELEPHONIE;450;TELEPHONIE MOBILE;4503;SERVICE PREPAYES;1;
45;RADIOTELEPHONIE;459;GESTION RADIOTELEPHONIE;4590;REPARATION RADIOTELEPHONIE;1;
45;RADIOTELEPHONIE;459;GESTION RADIOTELEPHONIE;4594;LOCATION RADIOTELEPHONIE;1;
45;RADIOTELEPHONIE;459;GESTION RADIOTELEPHONIE;4599;GESTION RADIOTELEPHONIE;1;
60;CHAUSSURE;600;PANTOUFLE;6000;PANTOUFLE FILLE  22/30;1;
60;CHAUSSURE;600;PANTOUFLE;6001;PANTOUFLE GARCON 22/30;1;
60;CHAUSSURE;600;PANTOUFLE;6002;PANTOUFLE FILLE  31/38;1;
60;CHAUSSURE;600;PANTOUFLE;6003;PANTOUFLE GARCON 31/38;1;
60;CHAUSSURE;600;PANTOUFLE;6004;PANTOUFLE FEMME;1;
60;CHAUSSURE;600;PANTOUFLE;6005;PANTOUFLE FEMME CONFORT;1;
60;CHAUSSURE;600;PANTOUFLE;6006;PANTOUFLE HOMME;1;
60;CHAUSSURE;601;SPORT;6010;RYTHMIQUE;1;
60;CHAUSSURE;601;SPORT;6011;SPORT FILLE 22/30;1;
60;CHAUSSURE;601;SPORT;6012;SPORT GARCON 22/30;1;
60;CHAUSSURE;601;SPORT;6013;SPORT FILLE 31/38;1;
60;CHAUSSURE;601;SPORT;6014;SPORT GARCON 31/38;1;
60;CHAUSSURE;601;SPORT;6015;SPORT FEMME 35/42;1;
60;CHAUSSURE;601;SPORT;6016;SPORT HOMME 39/46;1;
60;CHAUSSURE;601;SPORT;6017;SPORT MARQUE JUNIOR/FEMME;1;
60;CHAUSSURE;601;SPORT;6018;SPORT DE MARQUE HOMME;1;
60;CHAUSSURE;602;TOILE;6020;ESPADRILLE;1;
60;CHAUSSURE;602;TOILE;6021;TOILE  FILLE 22/30;1;
60;CHAUSSURE;602;TOILE;6022;TOILE  GARCON 22/30;1;
60;CHAUSSURE;602;TOILE;6023;TOILE  FILLE 31/38;1;
60;CHAUSSURE;602;TOILE;6024;TOILE  GARCON 31/38;1;
60;CHAUSSURE;602;TOILE;6025;TOILE FEMME 35/42;1;
60;CHAUSSURE;602;TOILE;6026;TOILE HOMME 39/46;1;
60;CHAUSSURE;603;PLAGE/ACCESSOIRES;6030;PLAGE FILLE 22/30;1;
60;CHAUSSURE;603;PLAGE/ACCESSOIRES;6031;PLAGE GARCON 22/30;1;
60;CHAUSSURE;603;PLAGE/ACCESSOIRES;6032;PLAGE FILLE 31/38;1;
60;CHAUSSURE;603;PLAGE/ACCESSOIRES;6033;PLAGE GARCON 31/38;1;
60;CHAUSSURE;603;PLAGE/ACCESSOIRES;6034;PLAGE FEMME 35/42;1;
60;CHAUSSURE;603;PLAGE/ACCESSOIRES;6035;PLAGE HOMME 39/46;1;
60;CHAUSSURE;603;PLAGE/ACCESSOIRES;6036;ACCESSOIRES LACETS;1;
60;CHAUSSURE;603;PLAGE/ACCESSOIRES;6037;ACCESSOIRES SEMELLES;1;
60;CHAUSSURE;603;PLAGE/ACCESSOIRES;6038;ACCESSOIRES AUTRES;1;
60;CHAUSSURE;604;NEIGE/PLUIE/RANDONNEE;6040;NEIGE  BEBE  22/30;1;
60;CHAUSSURE;604;NEIGE/PLUIE/RANDONNEE;6041;NEIGE  ENFANT 22/30;1;
60;CHAUSSURE;604;NEIGE/PLUIE/RANDONNEE;6042;NEIGE FEMME 35/42;1;
60;CHAUSSURE;604;NEIGE/PLUIE/RANDONNEE;6043;NEIGE HOMME 39/46;1;
60;CHAUSSURE;604;NEIGE/PLUIE/RANDONNEE;6044;PLUIE BEBE 22/30;1;
60;CHAUSSURE;604;NEIGE/PLUIE/RANDONNEE;6045;PLUIE ENFANT 31/38;1;
60;CHAUSSURE;604;NEIGE/PLUIE/RANDONNEE;6046;PLUIE FEMME 35/42;1;
60;CHAUSSURE;604;NEIGE/PLUIE/RANDONNEE;6047;PLUIE HOMME 39/46;1;
60;CHAUSSURE;604;NEIGE/PLUIE/RANDONNEE;6048;RANDONNEE;1;
60;CHAUSSURE;605;CHAUSSURE BEBE;6051;CHAUSSURE BEBE SPORT;1;
60;CHAUSSURE;605;CHAUSSURE BEBE;6052;CHAUSSURE BEBE TOILE;1;
60;CHAUSSURE;605;CHAUSSURE BEBE;6054;CHAUSSURE BEBE NEIGE;1;
60;CHAUSSURE;605;CHAUSSURE BEBE;6055;CHAUSSURE BEBE VILLE;1;
60;CHAUSSURE;606;CHAUSSURE ENFANT;6060;CHAUSSURE FILLE 22 /27;1;
60;CHAUSSURE;606;CHAUSSURE ENFANT;6061;CHAUSSURE GARCON 22 /27;1;
60;CHAUSSURE;606;CHAUSSURE ENFANT;6062;CHAUSSURE FILLE 28/34;1;
60;CHAUSSURE;606;CHAUSSURE ENFANT;6063;CHAUSSURE GARCON 28/34;1;
60;CHAUSSURE;606;CHAUSSURE ENFANT;6064;JUNIOR FILLE 35/41;1;
60;CHAUSSURE;606;CHAUSSURE ENFANT;6065;CHAUSSURE JUNIOR G 35/41;1;
60;CHAUSSURE;607;CHAUSSURE HOMME;6070;CHAUSSURE HOMME VILLE;1;
60;CHAUSSURE;607;CHAUSSURE HOMME;6071;CHAUSSURE HOMME DETENTE;1;
60;CHAUSSURE;607;CHAUSSURE HOMME;6072;CHAUSSURE HOMME ETE;1;
60;CHAUSSURE;608;CHAUSSURE FEMME;6080;FEMME VILLE/DETENTE;1;
60;CHAUSSURE;608;CHAUSSURE FEMME;6081;CHAUSSURE FEMME ETE;1;
60;CHAUSSURE;608;CHAUSSURE FEMME;6082;CHAUSSURE FEMME HIVER;1;
60;CHAUSSURE;608;CHAUSSURE FEMME;6083;CHAUSSURE FEMME CONFORT;1;
60;CHAUSSURE;608;CHAUSSURE FEMME;6084;CHAUSSURE FEMME ACTUA;1;
60;CHAUSSURE;609;REMBOURSEMENT;6099;REMBOURSEMENT;1;
61;BEBE;610;SOUS-VETEMENT BEBE;6100;CULOTTE / CHEMISE;1;
61;BEBE;610;SOUS-VETEMENT BEBE;6101;BODY;1;
61;BEBE;611;CHAUSSETTE/COLLANT BEBE;6110;CHAUSSETTE NAISSANCE BEBE;1;
61;BEBE;611;CHAUSSETTE/COLLANT BEBE;6111;CHAUSSETTE 1ER AGE;1;
61;BEBE;611;CHAUSSETTE/COLLANT BEBE;6112;COLLANT;1;
61;BEBE;612;LINGERIE DE NUIT;6120;PYJAMA LEGER 1 P A PIEDS;1;
61;BEBE;612;LINGERIE DE NUIT;6121;PYJAMA LOURD 1P A PIEDS;1;
61;BEBE;612;LINGERIE DE NUIT;6122;PYJAMA LEGER 2 P A PIEDS;1;
61;BEBE;612;LINGERIE DE NUIT;6123;PYJAMA LOURD 2P A PIEDS;1;
61;BEBE;612;LINGERIE DE NUIT;6124;PYJAMA COUVERTURE;1;
61;BEBE;612;LINGERIE DE NUIT;6125;PYJAMA LICENCES;1;
61;BEBE;613;TRICOTAGE;6130;MAILLE TRICOT;1;
61;BEBE;613;TRICOTAGE;6131;MOLLETON;1;
61;BEBE;613;TRICOTAGE;6132;JERSEY  MANCHES LONGUES;1;
61;BEBE;613;TRICOTAGE;6133;JERSEY MANCHES COURTES;1;
61;BEBE;613;TRICOTAGE;6134;PULL LICENCES;1;
61;BEBE;614;ROBE CHEMISE CHEMISIER;6140;ROBE SANS MANCHES;1;
61;BEBE;614;ROBE CHEMISE CHEMISIER;6141;ROBE MANCHES COURTES;1;
61;BEBE;614;ROBE CHEMISE CHEMISIER;6142;ROBE MANCHES LONGUES;1;
61;BEBE;614;ROBE CHEMISE CHEMISIER;6143;CHEMISIER;1;
61;BEBE;614;ROBE CHEMISE CHEMISIER;6144;CHEMISE;1;
61;BEBE;614;ROBE CHEMISE CHEMISIER;6145;ROBE LICENCES;1;
61;BEBE;615;PANTALON/COMBI/BERMUDA;6150;PANTALON;1;
61;BEBE;615;PANTALON/COMBI/BERMUDA;6151;SALOPETTE LONGUE;1;
61;BEBE;615;PANTALON/COMBI/BERMUDA;6152;SALOPETTE COURTE;1;
61;BEBE;615;PANTALON/COMBI/BERMUDA;6153;COMBINAISON LONGUE;1;
61;BEBE;615;PANTALON/COMBI/BERMUDA;6154;COMBINAISON COURTE;1;
61;BEBE;615;PANTALON/COMBI/BERMUDA;6155;SHORT / BERMUDA;1;
61;BEBE;615;PANTALON/COMBI/BERMUDA;6156;ENSEMBLE LONG;1;
61;BEBE;615;PANTALON/COMBI/BERMUDA;6157;ENSEMBLE COURT;1;
61;BEBE;615;PANTALON/COMBI/BERMUDA;6158;LICENCE PANTALON ENSEMBLE;1;
61;BEBE;616;CONFECTION/BAIN;6160;CONFECTION;1;
61;BEBE;616;CONFECTION/BAIN;6161;BAIN;1;
61;BEBE;616;CONFECTION/BAIN;6162;LICENCE CONFECTION BAIN;1;
61;BEBE;617;PUERICULTURE;6170;REPAS;1;
61;BEBE;617;PUERICULTURE;6171;BAIN HYGIENE;1;
61;BEBE;617;PUERICULTURE;6172;SECURITE;1;
61;BEBE;617;PUERICULTURE;6173;JOUETS;1;
61;BEBE;617;PUERICULTURE;6174;SOMMEIL / BAIN;1;
61;BEBE;617;PUERICULTURE;6175;EQUIPEMENT INTERIEUR;1;
61;BEBE;617;PUERICULTURE;6176;VOYAGE;1;
61;BEBE;617;PUERICULTURE;6177;PROMENADE;1;
61;BEBE;617;PUERICULTURE;6178;EQUIPEMENT CHAMBRE;1;
61;BEBE;617;PUERICULTURE;6179;AUTRES EQUIPEMENTS;1;
61;BEBE;618;FUTURE MAMAN/TROUSSEAU;6180;FUTURE MAMAN;1;
61;BEBE;618;FUTURE MAMAN/TROUSSEAU;6181;TROUSSEAU;1;
61;BEBE;618;FUTURE MAMAN/TROUSSEAU;6182;BOTTONS;1;
61;BEBE;618;FUTURE MAMAN/TROUSSEAU;6183;BOITE CADEAUX;1;
61;BEBE;619;REMBOURSEMENT;6199;REMBOURSEMENT;1;
62;ENFANT;620;SOUS-VETEMENT ENFANT;6200;S/VETEMENT FILLE 2/8 ANS;1;
62;ENFANT;620;SOUS-VETEMENT ENFANT;6201;S/VETEMENT FILLE 8/16 ANS;1;
62;ENFANT;620;SOUS-VETEMENT ENFANT;6202;S/VETEMENT GARCON 2/8 ANS;1;
62;ENFANT;620;SOUS-VETEMENT ENFANT;6203;S/VETEMENT GARCON 8/16;1;
62;ENFANT;621;CHAUSSETTE/COLLANT ENFANT;6210;SOCQUETTE;1;
62;ENFANT;621;CHAUSSETTE/COLLANT ENFANT;6211;MI- CHAUSSETTE;1;
62;ENFANT;621;CHAUSSETTE/COLLANT ENFANT;6212;MI-BAS;1;
62;ENFANT;621;CHAUSSETTE/COLLANT ENFANT;6213;CHAUSSETTE SPORT;1;
62;ENFANT;621;CHAUSSETTE/COLLANT ENFANT;6214;COLLANT;1;
62;ENFANT;622;LINGERIE DE NUIT;6220;LINGERIE FILLE 2/8 ANS;1;
62;ENFANT;622;LINGERIE DE NUIT;6221;LINGERIE GARCON 2/8 ANS;1;
62;ENFANT;622;LINGERIE DE NUIT;6222;LINGERIE FILLE 8/16 ANS;1;
62;ENFANT;622;LINGERIE DE NUIT;6223;LINGERIE GARCON 8/16 ANS;1;
62;ENFANT;622;LINGERIE DE NUIT;6224;LINGERIE LICENCE;1;
62;ENFANT;623;FILLE 2/8 ANS;6230;TRICOTAGE M/C  2/8 FILLE;1;
62;ENFANT;623;FILLE 2/8 ANS;6231;TRICOTAGE M/L 2/8 FILLE;1;
62;ENFANT;623;FILLE 2/8 ANS;6232;BERMUDA  SHORT 2/8 FILLE;1;
62;ENFANT;623;FILLE 2/8 ANS;6233;PANTALON/SALOPETTE 2/8 F;1;
62;ENFANT;623;FILLE 2/8 ANS;6234;CONFECTION 2/8 FILLE;1;
62;ENFANT;623;FILLE 2/8 ANS;6235;SPORT 2/8 FILLE;1;
62;ENFANT;623;FILLE 2/8 ANS;6236;SKI / BAIN 2/8 FILLE;1;
62;ENFANT;623;FILLE 2/8 ANS;6237;ACTUALISATION 2/8 FILLE;1;
62;ENFANT;623;FILLE 2/8 ANS;6238;CHEMISIER/ROBE/JUPE 2/8 F;1;
62;ENFANT;623;FILLE 2/8 ANS;6239;LICENCE 2/8 FILLE;1;
62;ENFANT;624;GARCON 2/8 ANS;6240;TRICOTAGE M/C 2/8 GARCON;1;
62;ENFANT;624;GARCON 2/8 ANS;6241;TRICOTAGE M/L 2/8 GARCON;1;
62;ENFANT;624;GARCON 2/8 ANS;6242;BERMUDA/SHORT 2/8 GARCON;1;
62;ENFANT;624;GARCON 2/8 ANS;6243;PANTALON/SALOPETTE 2/8 G;1;
62;ENFANT;624;GARCON 2/8 ANS;6244;CONFECTION 2/8 GARCON;1;
62;ENFANT;624;GARCON 2/8 ANS;6245;SPORT 2/8 GARCON;1;
62;ENFANT;624;GARCON 2/8 ANS;6246;SKI / BAIN 2/8 GARCON;1;
62;ENFANT;624;GARCON 2/8 ANS;6247;ACTUALISATION 2/8 GARCON;1;
62;ENFANT;624;GARCON 2/8 ANS;6248;CHEMISE 2/8 GARCON;1;
62;ENFANT;624;GARCON 2/8 ANS;6249;LICENCE 2/8 GARCON;1;
62;ENFANT;625;FILLE 8/16 ANS;6250;TRICOTAGE M/C 8/16 FILLE;1;
62;ENFANT;625;FILLE 8/16 ANS;6251;TRICOTAGE M/L 8/16 FILLE;1;
